plate,mjd,fiber
2189,54624,494
2189,54624,502
2189,54624,511
2189,54624,515
2189,54624,560
2189,54624,562
2189,54624,565
2189,54624,566
2189,54624,582
2189,54624,600
2189,54624,604
2189,54624,627
2189,54624,640
2190,54386,104
2190,54386,123
2190,54386,142
2190,54386,156
2190,54386,231
2190,54386,279
2190,54386,295
2190,54386,309
2190,54386,369
2190,54386,458
2190,54386,481
2190,54386,515
2190,54386,542
2190,54386,572
2190,54386,596
2190,54386,637
2191,54621,20
2191,54621,60
2191,54621,75
2191,54621,79
2191,54621,132
2191,54621,150
2191,54621,163
2191,54621,196
2191,54621,201
2191,54621,205
2191,54621,223
2191,54621,235
2191,54621,248
2191,54621,260
2191,54621,273
2191,54621,336
2191,54621,438
2191,54621,490
2191,54621,500
2191,54621,542
2191,54621,560
2191,54621,574
2191,54621,576
2191,54621,590
2191,54621,608
2191,54621,616
2191,54621,622
2191,54621,624
2191,54621,639
2192,54232,31
2192,54232,33
2192,54232,57
2192,54232,138
2192,54232,143
2192,54232,148
2192,54232,214
2192,54232,249
2192,54232,254
2192,54232,261
2192,54232,271
2192,54232,291
2192,54232,300
2192,54232,310
2192,54232,321
2192,54232,371
2192,54232,397
2192,54232,398
2192,54232,402
2192,54232,413
2192,54232,420
2192,54232,443
2192,54232,450
2192,54232,452
2192,54232,482
2192,54232,509
2192,54232,561
2192,54232,628
2193,53888,8
2193,53888,24
2193,53888,32
2193,53888,53
2193,53888,65
2193,53888,89
2193,53888,118
2193,53888,132
2193,53888,137
2193,53888,146
2193,53888,160
2193,53888,192
2193,53888,251
2193,53888,290
2193,53888,328
2193,53888,333
2193,53888,344
2193,53888,353
2193,53888,365
2193,53888,432
2193,53888,435
2193,53888,457
2193,53888,487
2193,53888,548
2193,53888,561
2193,53888,571
2193,53888,598
2194,53904,138
2194,53904,154
2194,53904,167
2194,53904,178
2194,53904,194
2194,53904,235
2194,53904,248
2194,53904,249
2194,53904,253
2194,53904,273
2194,53904,278
2194,53904,381
2194,53904,402
2194,53904,407
2194,53904,408
2194,53904,424
2194,53904,534
2194,53904,583
2194,53904,630
2195,54234,38
2195,54234,75
2195,54234,117
2195,54234,129
2195,54234,163
2195,54234,185
2195,54234,200
2195,54234,232
2195,54234,244
2195,54234,249
2195,54234,255
2195,54234,258
2195,54234,261
2195,54234,272
2195,54234,302
2195,54234,340
2195,54234,364
2195,54234,375
2195,54234,422
2195,54234,439
2195,54234,515
2195,54234,551
2195,54234,566
2195,54234,611
2197,53555,219
2198,53918,64
2198,53918,77
2198,53918,83
2198,53918,95
2198,53918,156
2198,53918,188
2198,53918,224
2198,53918,400
2198,53918,494
2198,53918,605
2199,53556,10
2199,53556,248
2199,53556,416
2200,53875,6
2200,53875,182
2200,53875,240
2200,53875,292
2200,53875,420
2200,53875,497
2201,53904,248
2201,53904,268
2202,53566,124
2202,53566,185
2202,53566,241
2202,53566,373
2202,53566,409
2202,53566,481
2202,53566,515
2202,53566,537
2202,53566,542
2202,53566,562
2202,53566,577
2202,53566,581
2202,53566,608
2202,53566,634
2203,53915,134
2203,53915,287
2203,53915,372
2203,53915,478
2203,53915,544
2203,53915,579
2204,53877,25
2204,53877,82
2204,53877,97
2204,53877,141
2204,53877,180
2204,53877,257
2204,53877,368
2204,53877,443
2204,53877,456
2204,53877,524
2204,53877,562
2204,53877,629
2204,53877,631
2205,53793,14
2205,53793,16
2205,53793,52
2205,53793,86
2205,53793,142
2205,53793,154
2205,53793,176
2205,53793,247
2205,53793,256
2205,53793,343
2205,53793,386
2205,53793,507
2205,53793,519
2205,53793,542
2205,53793,551
2206,53795,19
2206,53795,435
2206,53795,538
2206,53795,615
2207,53558,64
2207,53558,99
2207,53558,188
2207,53558,282
2207,53558,315
2207,53558,367
2207,53558,372
2208,53880,36
2208,53880,194
2208,53880,201
2208,53880,312
2208,53880,346
2208,53880,625
2209,53907,514
2209,53907,526
2209,53907,528
2209,53907,564
2209,53907,570
2210,53535,113
2210,53535,323
2210,53535,433
2210,53535,476
2210,53535,499
2210,53535,592
2210,53535,616
2210,53535,620
2210,53535,633
2211,53786,17
2211,53786,70
2211,53786,610
2212,53789,8
2212,53789,12
2212,53789,152
2212,53789,178
2212,53789,202
2212,53789,276
2212,53789,353
2212,53789,389
2212,53789,410
2212,53789,523
2212,53789,548
2212,53789,640
2213,53792,114
2213,53792,235
2213,53792,560
2213,53792,620
2214,53794,125
2214,53794,142
2214,53794,211
2214,53794,245
2214,53794,315
2214,53794,479
2214,53794,549
2214,53794,551
2214,53794,608
2215,53793,3
2215,53793,25
2215,53793,146
2215,53793,236
2215,53793,277
2215,53793,374
2215,53793,400
2215,53793,471
2215,53793,594
2216,53795,77
2216,53795,143
2216,53795,400
2216,53795,473
2217,53794,269
2217,53794,329
2217,53794,509
2217,53794,552
2217,53794,629
2218,53816,63
2218,53816,456
2218,53816,532
2218,53816,569
2218,53816,579
2218,53816,627
2219,53816,9
2219,53816,329
2219,53816,593
2220,53795,49
2220,53795,68
2220,53795,74
2220,53795,215
2220,53795,296
2220,53795,539
2220,53795,619
2221,53792,536
2221,53792,564
2222,53799,60
2222,53799,84
2222,53799,91
2222,53799,128
2222,53799,141
2222,53799,160
2222,53799,265
2222,53799,291
2222,53799,381
2222,53799,483
2222,53799,553
2222,53799,568
2222,53799,593
2222,53799,594
2222,53799,608
2223,53793,128
2223,53793,478
2223,53793,576
2223,53793,593
2224,53815,26
2224,53815,254
2224,53815,309
2224,53815,469
2225,53729,129
2225,53729,219
2225,53729,245
2225,53729,617
2226,53819,184
2227,53820,96
2227,53820,164
2227,53820,247
2227,53820,399
2227,53820,587
2228,53818,45
2228,53818,317
2229,53823,72
2229,53823,231
2229,53823,413
2229,53823,463
2229,53823,487
2229,53823,543
2231,53816,162
2231,53816,601
2231,53816,619
2232,53827,14
2232,53827,40
2232,53827,184
2232,53827,299
2232,53827,344
2232,53827,398
2232,53827,506
2232,53827,515
2232,53827,552
2232,53827,602
2233,53845,259
2234,53823,108
2234,53823,151
2234,53823,273
2234,53823,487
2234,53823,611
2235,53847,164
2235,53847,168
2235,53847,191
2235,53847,244
2235,53847,254
2235,53847,423
2235,53847,440
2235,53847,536
2236,53729,391
2236,53729,554
2237,53828,12
2237,53828,70
2237,53828,235
2237,53828,243
2237,53828,251
2237,53828,557
2237,53828,598
2238,54205,162
2238,54205,229
2238,54205,545
2239,53726,425
2239,53726,588
2240,53823,8
2240,53823,331
2240,53823,381
2240,53823,416
2241,54169,28
2241,54169,119
2242,54153,41
2242,54153,45
2242,54153,175
2242,54153,300
2242,54153,324
2242,54153,447
2243,53794,533
2244,53795,13
2244,53795,147
2244,53795,262
2244,53795,363
2244,53795,554
2245,54208,6
2245,54208,55
2245,54208,450
2245,54208,606
2245,54208,631
2246,53767,59
2246,53767,105
2247,53857,19
2247,53857,25
2247,53857,308
2247,54169,40
2247,54169,45
2247,54169,46
2247,54169,151
2247,54169,163
2247,54169,250
2247,54169,253
2247,54169,288
2247,54169,308
2247,54169,341
2247,54169,352
2247,54169,396
2247,54169,542
2247,54169,549
2247,54169,634
2248,53558,42
2248,53558,125
2248,53558,155
2248,53558,172
2248,53558,187
2248,53558,275
2248,53558,323
2248,53558,421
2248,53558,442
2248,53558,485
2248,53558,502
2249,53566,201
2249,53566,212
2249,53566,225
2249,53566,229
2249,53566,230
2249,53566,262
2249,53566,303
2249,53566,340
2249,53566,344
2249,53566,366
2249,53566,389
2249,53566,513
2249,53566,529
2249,53566,534
2249,53566,606
2250,53566,48
2250,53566,69
2250,53566,89
2250,53566,91
2250,53566,112
2250,53566,176
2250,53566,197
2250,53566,202
2250,53566,204
2250,53566,208
2250,53566,216
2250,53566,228
2250,53566,250
2250,53566,258
2250,53566,274
2250,53566,312
2250,53566,336
2250,53566,362
2250,53566,385
2250,53566,451
2250,53566,545
2250,53566,598
2251,53557,28
2251,53557,136
2251,53557,137
2251,53557,270
2251,53557,273
2251,53557,279
2251,53557,322
2251,53557,352
2251,53557,417
2251,53557,494
2251,53557,516
2251,53557,519
2251,53557,571
2251,53557,590
2251,53557,602
2252,53565,4
2252,53565,110
2252,53565,208
2252,53565,211
2252,53565,266
2252,53565,292
2252,53565,427
2252,53565,440
2252,53565,484
2252,53565,494
2252,53565,624
2252,53565,635
2252,53613,125
2252,53613,523
2253,54551,18
2253,54551,94
2253,54551,101
2253,54551,104
2253,54551,112
2253,54551,144
2253,54551,154
2253,54551,162
2253,54551,166
2253,54551,173
2253,54551,216
2253,54551,269
2253,54551,293
2253,54551,307
2253,54551,393
2253,54551,449
2253,54551,456
2253,54551,467
2253,54551,533
2253,54551,551
2253,54551,584
2253,54551,597
2253,54551,614
2253,54551,640
2255,53565,33
2255,53565,63
2255,53565,69
2255,53565,76
2255,53565,85
2255,53565,88
2255,53565,105
2255,53565,108
2255,53565,164
2255,53565,186
2255,53565,202
2255,53565,207
2255,53565,226
2255,53565,240
2255,53565,243
2255,53565,254
2255,53565,286
2255,53565,317
2255,53565,320
2255,53565,335
2255,53565,349
2255,53565,414
2255,53565,604
2255,53565,629
2256,53859,26
2256,53859,35
2256,53859,47
2256,53859,49
2256,53859,70
2256,53859,97
2256,53859,114
2256,53859,155
2256,53859,171
2256,53859,202
2256,53859,221
2256,53859,239
2256,53859,255
2256,53859,366
2256,53859,391
2256,53859,418
2256,53859,489
2256,53859,521
2256,53859,530
2256,53859,551
2256,53859,587
2256,53859,622
2256,53859,637
2257,53612,12
2257,53612,39
2257,53612,58
2257,53612,63
2257,53612,77
2257,53612,83
2257,53612,189
2257,53612,217
2257,53612,232
2257,53612,239
2257,53612,270
2257,53612,278
2257,53612,369
2257,53612,441
2257,53612,481
2257,53612,493
2257,53612,494
2257,53612,544
2257,53612,582
2257,53612,592
2258,54328,22
2258,54328,41
2258,54328,57
2258,54328,170
2258,54328,183
2258,54328,201
2258,54328,226
2258,54328,241
2258,54328,248
2258,54328,271
2258,54328,280
2258,54328,292
2258,54328,318
2258,54328,319
2258,54328,386
2258,54328,401
2258,54328,479
2258,54328,518
2258,54328,521
2258,54328,527
2258,54328,553
2258,54328,587
2259,53565,32
2259,53565,68
2259,53565,78
2259,53565,106
2259,53565,118
2259,53565,199
2259,53565,215
2259,53565,242
2259,53565,320
2259,53565,371
2259,53565,395
2259,53565,403
2259,53565,443
2259,53565,530
2259,53565,587
2259,53565,612
2259,53565,623
2260,53638,30
2260,53638,42
2260,53638,49
2260,53638,53
2260,53638,83
2260,53638,110
2260,53638,120
2260,53638,153
2260,53638,189
2260,53638,229
2260,53638,232
2260,53638,387
2260,53638,430
2260,53638,437
2260,53638,560
2260,53638,575
2260,53638,601
2260,53638,636
2261,53612,35
2261,53612,70
2261,53612,75
2261,53612,146
2261,53612,149
2261,53612,151
2261,53612,177
2261,53612,200
2261,53612,202
2261,53612,216
2261,53612,220
2261,53612,246
2261,53612,294
2261,53612,313
2261,53612,354
2261,53612,370
2261,53612,389
2261,53612,417
2261,53612,427
2261,53612,480
2261,53612,500
2261,53612,521
2261,53612,559
2261,53612,571
2261,53612,596
2261,53612,611
2261,53612,618
2262,54623,7
2262,54623,17
2262,54623,39
2262,54623,106
2262,54623,119
2262,54623,170
2262,54623,195
2262,54623,208
2262,54623,212
2262,54623,225
2262,54623,242
2262,54623,253
2262,54623,254
2262,54623,283
2262,54623,320
2262,54623,421
2262,54623,433
2262,54623,442
2262,54623,448
2262,54623,475
2262,54623,491
2262,54623,500
2262,54623,548
2262,54623,555
2262,54623,566
2262,54623,569
2262,54623,580
2262,54623,618
2264,53682,55
2264,53682,107
2264,53682,181
2264,53682,189
2264,53682,294
2264,53682,352
2264,53682,542
2265,53674,62
2265,53674,199
2265,53674,585
2266,53679,103
2266,53679,117
2266,53679,396
2266,53679,591
2266,53679,636
2267,53713,113
2267,53713,186
2267,53713,519
2268,53682,69
2268,53682,147
2268,53682,187
2268,53682,267
2268,53682,282
2268,53682,309
2268,53682,498
2268,53682,578
2268,53682,591
2268,53682,593
2268,53682,594
2268,53682,599
2268,53682,612
2268,53682,628
2269,53711,349
2269,53711,387
2269,53711,475
2269,53711,497
2269,53711,536
2269,53711,585
2270,53714,90
2270,53714,280
2271,53726,100
2271,53726,113
2271,53726,140
2271,53726,270
2271,53726,294
2271,53726,457
2271,53726,576
2272,53713,64
2272,53713,82
2272,53713,386
2272,53713,603
2273,53709,437
2273,53709,483
2273,53709,495
2274,53726,209
2274,53726,597
2274,53726,599
2275,53709,15
2275,53709,34
2275,53709,298
2275,53709,315
2275,53709,344
2275,53709,510
2275,53709,526
2275,53709,544
2275,53709,565
2276,53712,4
2276,53712,43
2276,53712,106
2276,53712,162
2276,53712,170
2276,53712,411
2276,53712,440
2276,53712,505
2277,53705,126
2277,53705,133
2277,53705,165
2277,53705,194
2277,53705,451
2277,53705,545
2278,53711,179
2278,53711,215
2278,53711,268
2278,53711,270
2278,53711,422
2279,53708,461
2279,53708,501
2279,53708,587
2279,53708,589
2280,53680,18
2280,53680,73
2280,53680,145
2280,53680,193
2280,53680,228
2280,53680,322
2280,53680,351
2280,53680,373
2280,53680,557
2280,53680,603
2280,53680,604
2280,53680,630
2281,53711,150
2281,53711,223
2281,53711,224
2281,53711,295
2281,53711,444
2281,53711,484
2281,53711,510
2281,53711,519
2281,53711,587
2281,53711,613
2282,53683,217
2282,53683,222
2282,53683,223
2282,53683,343
2282,53683,355
2282,53683,379
2282,53683,612
2283,53729,38
2283,53729,187
2283,53729,237
2283,53729,271
2283,53729,276
2283,53729,399
2283,53729,440
2283,53729,444
2283,53729,448
2283,53729,457
2283,53729,502
2284,53708,173
2284,53708,182
2284,53708,330
2285,53700,30
2285,53700,36
2285,53700,421
2285,53700,443
2285,53700,447
2286,53700,43
2286,53700,82
2286,53700,294
2286,53700,429
2286,53700,440
2286,53700,495
2286,53700,527
2287,53705,169
2287,53705,205
2287,53705,211
2287,53705,269
2287,53705,352
2287,53705,497
2287,53705,585
2287,53705,612
2288,53699,11
2288,53699,96
2288,53699,149
2288,53699,157
2288,53699,174
2288,53699,265
2288,53699,332
2288,53699,468
2288,53699,524
2288,53699,588
2288,53699,635
2289,53708,6
2289,53708,46
2289,53708,179
2289,53708,213
2289,53708,250
2289,53708,274
2289,53708,461
2289,53708,583
2290,53727,13
2290,53727,84
2290,53727,181
2290,53727,227
2290,53727,304
2290,53727,316
2290,53727,452
2290,53727,526
2291,53714,103
2291,53714,139
2291,53714,222
2291,53714,404
2292,53713,21
2292,53713,29
2292,53713,41
2292,53713,48
2292,53713,137
2292,53713,396
2292,53713,573
2293,53730,41
2293,53730,188
2293,53730,236
2293,53730,302
2293,53730,353
2293,53730,547
2294,53733,1
2294,53733,44
2294,53733,112
2294,53733,123
2294,53733,134
2294,53733,154
2294,53733,220
2294,53733,233
2294,53733,245
2294,53733,351
2294,53733,352
2294,53733,359
2294,53733,414
2294,53733,425
2294,53733,460
2294,53733,545
2294,53733,605
2295,53734,20
2295,53734,155
2295,53734,379
2296,53735,22
2296,53735,313
2296,53735,363
2296,53735,559
2296,53735,610
2296,53735,633
2297,53738,47
2297,53738,269
2297,53738,272
2297,53738,339
2297,53738,417
2297,53738,438
2297,53738,459
2297,53738,465
2297,53738,530
2298,53737,95
2298,53737,105
2298,53737,192
2298,53737,307
2298,53737,424
2298,53737,426
2298,53737,445
2298,53737,487
2298,53737,496
2298,53737,510
2298,53737,603
2298,53737,614
2299,53711,23
2299,53711,35
2299,53711,67
2299,53711,112
2299,53711,158
2299,53711,246
2299,53711,314
2299,53711,349
2299,53711,367
2299,53711,419
2299,53711,490
2299,53711,529
2299,53711,568
2299,53711,601
2299,53711,623
2300,53682,15
2300,53682,109
2300,53682,114
2300,53682,143
2300,53682,156
2300,53682,190
2300,53682,196
2300,53682,206
2300,53682,237
2300,53682,260
2300,53682,324
2300,53682,428
2300,53682,455
2300,53682,486
2300,53682,577
2300,53682,600
2300,53682,613
2300,53682,628
2301,53712,22
2301,53712,106
2301,53712,169
2301,53712,211
2301,53712,244
2301,53712,245
2301,53712,296
2301,53712,313
2301,53712,315
2301,53712,344
2301,53712,360
2301,53712,367
2301,53712,381
2301,53712,392
2301,53712,414
2301,53712,423
2301,53712,455
2301,53712,472
2301,53712,476
2301,53712,540
2301,53712,581
2301,53712,590
2301,53712,599
2301,53712,637
2302,53709,98
2302,53709,99
2302,53709,119
2302,53709,127
2302,53709,137
2302,53709,155
2302,53709,157
2302,53709,188
2302,53709,201
2302,53709,212
2302,53709,220
2302,53709,231
2302,53709,271
2302,53709,319
2302,53709,324
2302,53709,352
2302,53709,353
2302,53709,355
2302,53709,357
2302,53709,376
2302,53709,387
2302,53709,390
2302,53709,397
2302,53709,411
2302,53709,418
2302,53709,438
2302,53709,454
2302,53709,455
2302,53709,460
2302,53709,506
2302,53709,553
2302,53709,578
2302,53709,579
2302,53709,602
2302,53709,616
2302,53709,633
2303,54629,14
2303,54629,15
2303,54629,35
2303,54629,111
2303,54629,140
2303,54629,150
2303,54629,186
2303,54629,210
2303,54629,240
2303,54629,241
2303,54629,267
2303,54629,300
2303,54629,346
2303,54629,367
2303,54629,377
2303,54629,378
2303,54629,398
2303,54629,457
2303,54629,498
2303,54629,505
2303,54629,626
2303,54629,636
2303,54629,637
2304,53762,8
2304,53762,103
2304,53762,140
2304,53762,280
2304,53762,335
2304,53762,339
2304,53762,366
2304,53762,464
2304,53762,537
2304,53762,571
2305,54414,24
2305,54414,26
2305,54414,31
2305,54414,54
2305,54414,81
2305,54414,91
2305,54414,100
2305,54414,115
2305,54414,173
2305,54414,202
2305,54414,212
2305,54414,232
2305,54414,235
2305,54414,238
2305,54414,296
2305,54414,309
2305,54414,326
2305,54414,330
2305,54414,353
2305,54414,363
2305,54414,392
2305,54414,422
2305,54414,441
2305,54414,448
2305,54414,458
2305,54414,464
2305,54414,488
2305,54414,493
2305,54414,501
2305,54414,514
2305,54414,537
2305,54414,633
2307,53710,12
2307,53710,17
2307,53710,70
2307,53710,100
2307,53710,321
2307,53710,326
2307,53710,480
2307,53710,487
2307,53710,491
2307,53710,515
2307,53710,522
2307,53710,628
2308,54379,68
2308,54379,129
2308,54379,135
2308,54379,183
2308,54379,187
2308,54379,188
2308,54379,201
2308,54379,227
2308,54379,243
2308,54379,292
2308,54379,295
2308,54379,311
2308,54379,331
2308,54379,592
2308,54379,613
2308,54379,640
2309,54441,2
2309,54441,24
2309,54441,32
2309,54441,51
2309,54441,114
2309,54441,118
2309,54441,119
2309,54441,120
2309,54441,122
2309,54441,137
2309,54441,155
2309,54441,178
2309,54441,188
2309,54441,195
2309,54441,204
2309,54441,234
2309,54441,243
2309,54441,299
2309,54441,307
2309,54441,318
2309,54441,343
2309,54441,361
2309,54441,374
2309,54441,377
2309,54441,417
2309,54441,445
2309,54441,499
2309,54441,510
2309,54441,528
2309,54441,534
2309,54441,548
2310,53710,5
2310,53710,36
2310,53710,64
2310,53710,75
2310,53710,94
2310,53710,131
2310,53710,190
2310,53710,297
2310,53710,299
2310,53710,303
2310,53710,420
2310,53710,460
2310,53710,482
2310,53710,549
2310,53710,624
2311,54331,5
2311,54331,14
2311,54331,44
2311,54331,46
2311,54331,50
2311,54331,51
2311,54331,92
2311,54331,96
2311,54331,147
2311,54331,170
2311,54331,240
2311,54331,259
2311,54331,330
2311,54331,346
2311,54331,360
2311,54331,367
2311,54331,378
2311,54331,417
2311,54331,440
2311,54331,460
2311,54331,482
2311,54331,507
2311,54331,521
2311,54331,531
2311,54331,585
2311,54331,615
2311,54331,626
2312,53709,16
2312,53709,70
2312,53709,215
2312,53709,266
2312,53709,320
2312,53709,415
2312,53709,465
2312,53709,506
2312,53709,543
2312,53709,573
2312,53709,617
2312,53709,630
2313,53726,50
2313,53726,76
2313,53726,177
2313,53726,188
2313,53726,255
2313,53726,261
2313,53726,543
2313,53726,572
2313,53726,610
2314,53712,90
2314,53712,351
2314,53712,413
2314,53712,454
2314,53712,465
2314,53712,492
2314,53713,100
2314,53713,248
2314,53713,447
2314,53713,451
2314,53713,501
2314,53713,528
2314,53713,564
2314,53713,574
2315,53741,124
2315,53741,145
2315,53741,147
2315,53741,188
2315,53741,194
2315,53741,212
2315,53741,213
2315,53741,217
2315,53741,224
2315,53741,254
2315,53741,286
2315,53741,290
2315,53741,320
2315,53741,478
2316,53757,109
2316,53757,233
2316,53757,252
2316,53757,386
2316,53757,419
2316,53757,516
2317,54152,151
2317,54152,214
2317,54152,341
2317,54152,349
2317,54152,459
2317,54152,592
2317,54152,598
2318,54628,8
2318,54628,22
2318,54628,54
2318,54628,72
2318,54628,76
2318,54628,120
2318,54628,126
2318,54628,174
2318,54628,180
2318,54628,208
2318,54628,236
2318,54628,261
2318,54628,305
2318,54628,311
2318,54628,354
2318,54628,356
2318,54628,381
2318,54628,419
2318,54628,533
2318,54628,540
2318,54628,560
2318,54628,605
2318,54628,607
2318,54628,609
2318,54628,614
2318,54628,624
2318,54628,633
2319,53763,24
2319,53763,61
2319,53763,68
2319,53763,72
2319,53763,81
2319,53763,84
2319,53763,116
2319,53763,142
2319,53763,201
2319,53763,220
2319,53763,236
2319,53763,263
2319,53763,273
2319,53763,323
2319,53763,335
2319,53763,347
2319,53763,349
2319,53763,355
2319,53763,358
2319,53763,359
2319,53763,362
2319,53763,368
2319,53763,381
2319,53763,430
2319,53763,453
2319,53763,473
2319,53763,498
2319,53763,537
2319,53763,542
2319,53763,547
2319,53763,601
2319,53763,603
2319,53763,622
2319,53763,628
2320,54653,26
2320,54653,49
2320,54653,66
2320,54653,82
2320,54653,101
2320,54653,114
2320,54653,118
2320,54653,134
2320,54653,135
2320,54653,151
2320,54653,153
2320,54653,164
2320,54653,167
2320,54653,178
2320,54653,189
2320,54653,204
2320,54653,212
2320,54653,219
2320,54653,225
2320,54653,242
2320,54653,265
2320,54653,292
2320,54653,295
2320,54653,319
2320,54653,337
2320,54653,346
2320,54653,355
2320,54653,384
2320,54653,387
2320,54653,399
2320,54653,411
2320,54653,413
2320,54653,431
2320,54653,456
2320,54653,465
2320,54653,469
2320,54653,470
2320,54653,504
2320,54653,505
2320,54653,529
2320,54653,537
2320,54653,603
2320,54653,617
2320,54653,633
2321,53711,22
2321,53711,125
2321,53711,164
2321,53711,171
2321,53711,212
2321,53711,232
2321,53711,233
2321,53711,264
2321,53711,289
2321,53711,353
2321,53711,375
2321,53711,384
2321,53711,405
2321,53711,409
2321,53711,463
2321,53711,464
2321,53711,467
2321,53711,472
2321,53711,500
2321,53711,525
2321,53711,560
2321,53711,570
2321,53711,585
2321,53711,611
2321,53711,614
2321,53711,617
2321,53711,639
2322,53727,31
2322,53727,90
2322,53727,126
2322,53727,128
2322,53727,136
2322,53727,138
2322,53727,187
2322,53727,222
2322,53727,226
2322,53727,237
2322,53727,239
2322,53727,290
2322,53727,325
2322,53727,388
2322,53727,401
2322,53727,407
2322,53727,431
2322,53727,445
2322,53727,451
2322,53727,456
2322,53727,461
2322,53727,473
2322,53727,479
2322,53727,497
2322,53727,611
2323,54380,19
2323,54380,30
2323,54380,55
2323,54380,63
2323,54380,78
2323,54380,96
2323,54380,97
2323,54380,111
2323,54380,113
2323,54380,152
2323,54380,173
2323,54380,178
2323,54380,199
2323,54380,206
2323,54380,214
2323,54380,283
2323,54380,284
2323,54380,285
2323,54380,287
2323,54380,302
2323,54380,307
2323,54380,362
2323,54380,424
2323,54380,425
2323,54380,458
2323,54380,459
2323,54380,483
2323,54380,491
2323,54380,526
2323,54380,581
2323,54380,585
2323,54380,589
2323,54380,629
2323,54380,635
2325,54082,14
2325,54082,65
2325,54082,67
2325,54082,90
2325,54082,102
2325,54082,109
2325,54082,196
2325,54082,198
2325,54082,252
2325,54082,268
2325,54082,272
2325,54082,333
2325,54082,345
2325,54082,355
2325,54082,372
2325,54082,414
2325,54082,425
2325,54082,431
2325,54082,500
2325,54082,502
2325,54082,508
2325,54082,513
2325,54082,538
2325,54082,540
2325,54082,587
2327,53710,20
2327,53710,34
2327,53710,69
2327,53710,74
2327,53710,111
2327,53710,117
2327,53710,189
2327,53710,204
2327,53710,245
2327,53710,273
2327,53710,321
2327,53710,325
2327,53710,334
2327,53710,362
2327,53710,365
2327,53710,370
2327,53710,444
2327,53710,494
2327,53710,501
2327,53710,538
2327,53710,554
2327,53710,590
2327,53710,596
2327,53710,618
2327,53710,628
2328,53728,2
2328,53728,23
2328,53728,27
2328,53728,28
2328,53728,42
2328,53728,74
2328,53728,96
2328,53728,135
2328,53728,156
2328,53728,176
2328,53728,188
2328,53728,197
2328,53728,270
2328,53728,280
2328,53728,303
2328,53728,364
2328,53728,379
2328,53728,388
2328,53728,444
2328,53728,489
2328,53728,507
2328,53728,510
2328,53728,527
2328,53728,554
2328,53728,571
2328,53728,592
2328,53728,594
2328,53728,596
2329,53725,5
2329,53725,38
2329,53725,79
2329,53725,96
2329,53725,104
2329,53725,138
2329,53725,164
2329,53725,171
2329,53725,179
2329,53725,237
2329,53725,238
2329,53725,263
2329,53725,286
2329,53725,309
2329,53725,330
2329,53725,370
2329,53725,439
2329,53725,445
2329,53725,447
2329,53725,524
2329,53725,554
2329,53725,578
2329,53725,587
2329,53725,598
2329,53725,634
2330,53738,76
2330,53738,79
2330,53738,109
2330,53738,152
2330,53738,214
2330,53738,234
2330,53738,260
2330,53738,340
2330,53738,348
2330,53738,376
2330,53738,394
2330,53738,397
2330,53738,408
2330,53738,434
2330,53738,445
2330,53738,447
2330,53738,468
2330,53738,474
2330,53738,491
2330,53738,503
2330,53738,531
2330,53738,556
2330,53738,560
2330,53738,564
2330,53738,596
2330,53738,627
2331,53742,14
2331,53742,44
2331,53742,68
2331,53742,96
2331,53742,155
2331,53742,166
2331,53742,246
2331,53742,257
2331,53742,263
2331,53742,271
2331,53742,349
2331,53742,381
2331,53742,422
2331,53742,435
2331,53742,492
2331,53742,499
2331,53742,507
2331,53742,547
2331,53742,589
2331,53742,604
2331,53742,632
2331,53742,636
2332,54149,1
2332,54149,16
2332,54149,43
2332,54149,47
2332,54149,60
2332,54149,76
2332,54149,94
2332,54149,113
2332,54149,136
2332,54149,140
2332,54149,153
2332,54149,160
2332,54149,231
2332,54149,250
2332,54149,263
2332,54149,281
2332,54149,290
2332,54149,295
2332,54149,326
2332,54149,426
2332,54149,435
2332,54149,448
2332,54149,466
2332,54149,527
2332,54149,562
2334,53713,87
2334,53713,110
2334,53713,142
2334,53713,226
2334,53713,310
2334,53713,394
2334,53713,429
2334,53713,472
2334,53713,510
2334,53713,539
2334,53713,551
2334,53713,575
2334,53713,581
2334,53713,594
2334,53713,600
2334,53713,629
2334,53730,40
2334,53730,206
2334,53730,423
2334,53730,600
2335,53730,7
2335,53730,17
2335,53730,67
2335,53730,73
2335,53730,171
2335,53730,213
2335,53730,217
2335,53730,372
2335,53730,461
2335,53730,476
2335,53730,483
2336,53712,51
2336,53712,60
2336,53712,192
2336,53712,284
2336,53712,354
2336,53712,357
2336,53712,374
2337,53740,64
2337,53740,296
2337,53740,353
2337,53740,390
2337,53740,488
2337,53740,493
2337,53740,587
2339,53729,36
2339,53729,46
2339,53729,56
2339,53729,71
2339,53729,84
2339,53729,86
2339,53729,106
2339,53729,135
2339,53729,169
2339,53729,175
2339,53729,184
2339,53729,189
2339,53729,190
2339,53729,226
2339,53729,246
2339,53729,255
2339,53729,256
2339,53729,258
2339,53729,262
2339,53729,265
2339,53729,267
2339,53729,383
2339,53729,389
2339,53729,411
2339,53729,437
2339,53729,455
2339,53729,467
2339,53729,506
2339,53729,509
2339,53729,515
2339,53729,516
2339,53729,522
2339,53729,564
2339,53729,568
2339,53729,585
2340,53733,26
2340,53733,37
2340,53733,74
2340,53733,86
2340,53733,98
2340,53733,105
2340,53733,110
2340,53733,127
2340,53733,136
2340,53733,165
2340,53733,204
