#Table1
specobjid,ra,dec,plate,mjd,fiberid
1042642452969711616,234.75632,-2.1182155,926,52413,215
4539724171374993408,215.25622,-2.2058672,4032,55333,348
1037057483102775296,223.04092,-1.3091074,921,52380,377
1390598031249795072,147.84029,8.4375142,1235,52734,406
1396251994917726208,159.80063,9.5901645,1240,52734,495
6048414114446811136,172.51653,10.394437,5372,55978,290
3641320634505601024,196.29297,10.403399,3234,54885,583
2704513076245325824,140.99589,8.267562,2402,54176,369
6019187445727207424,158.08358,9.7906444,5346,55955,460
5237942373124644864,179.72492,38.154875,4652,55672,931
6506620747955281920,138.34322,26.464447,5779,56338,164
5068953206643466240,116.80004,15.125582,4502,55569,552
2176412680284301312,133.88545,25.475888,1933,53381,175
2573952109774923776,137.55695,21.433157,2286,53700,527
2709054057724536832,152.51096,26.178392,2406,54084,505
3616499433816039424,141.08174,23.096355,3212,54851,396
2652791492975814656,161.09285,28.358041,2356,53786,623
2155140434660190208,25.44724,-8.575772,1914,53729,611
2701121625717237760,37.303802,24.721467,2399,53764,319
2701089739880032256,37.465809,25.150371,2399,53764,203
3229118390895405056,156.52269,16.974425,2868,54451,136
6188099643542315008,124.66817,9.8538268,5496,55888,559
7663026056513691648,219.75664,59.58636,6806,56419,550
5820051048039948288,214.39191,40.981742,5169,56045,998
3629919248077398016,145.59032,38.010872,3224,54849,65
7471671999745466368,187.71291,45.259652,6636,56367,728
773528187740121088,4.0207229,-1.1074765,687,52518,127
6647469831841882112,219.40313,21.760479,5904,56046,570
4433818111792095232,234.36594,17.630157,3938,55328,88
3337324082000586752,220.1424,22.040382,2964,54632,570
2424096654958290944,227.00792,20.324173,2153,54212,124
3347310670549903360,260.38344,32.702652,2973,54591,37
2937559518587938816,181.0952,19.846324,2609,54476,315
7240785552089260032,173.05656,20.421712,6431,56311,448
3257321689989539840,180.54336,20.66752,2893,54523,339
3256196340325050368,179.67122,0.333188,2892,54552,341
606915608965048320,225.58714,0.28918848,539,52017,202
1293783837913933824,123.25996,0.747258,1149,53003,454
4307957569459036160,146.24762,0.71840295,3826,55563,962
565227899469195264,153.0829,0.67213843,502,51957,95
4331547591852400640,186.65585,0.64693664,3847,55588,766
3294509648853362688,197.94212,0.752043,2926,54625,460
8394917351099703296,197.97434,0.78386857,7456,56727,755
4554321842349776896,202.75246,0.67593223,4045,55622,206
344635351010142208,217.19336,0.75731968,306,51690,400
8240721294607228928,129.78027,49.330941,7319,56962,945
4132305087971172352,117.82227,39.495163,3670,55480,918
9320332037268152320,121.45387,43.576236,8278,56990,482
872711279649777664,170.67861,62.013997,775,52295,505
7664166525117374464,215.67674,59.633888,6807,56429,603
8335279296424681472,177.76191,50.040942,7403,57071,881
7599994352555761664,209.80758,47.670113,6750,56367,618
1633690437849999360,186.44115,47.103611,1451,53117,35
3700961444670578688,154.50232,43.385523,3287,54941,467
2890345384796776448,159.79317,44.678849,2567,54179,583
5312077774998970368,221.49486,35.079916,4718,56014,298
9989222692052508672,178.58975,37.82177,8872,57422,868
5143144953271001088,154.29807,34.786263,4568,55600,124
9869781917800308736,352.85256,0.41344933,8766,57333,521
2929713398125979648,194.45811,18.42828,2602,54149,443
3175132097576724480,261.81596,44.354279,2820,54599,343
3152640758016744448,290.05172,37.98104,2800,54326,440
3176295927178697728,290.7324,38.100478,2821,54393,481
3176278334992653312,290.01859,38.888627,2821,54393,417
3149228428545255424,261.26701,7.666311,2797,54616,314
3172892392676157440,261.62685,8.422224,2818,54616,387
3172817351007561728,263.27035,7.546904,2818,54616,114
6783603116128313344,256.18488,44.461152,6025,56098,204
6783594320035291136,256.27874,44.540155,6025,56098,172
2609856952427112448,302.93092,-11.488639,2318,54628,76
4964340178086764544,349.44694,5.9160992,4409,55883,900
8642547720739856384,13.005059,26.290932,7676,57329,509
5382036945525252096,218.89236,4.5737631,4780,55682,856
2151607146763020288,345.25256,-10.383335,1911,53295,45
814070199794821120,341.72386,-9.8095954,723,52201,162
716237029125416960,314.81197,-6.2056925,636,52176,599
2151690984524638208,343.42757,-9.052725,1911,53295,350
1022348766184761344,167.78113,56.077062,908,52373,115
3301267796570171392,216.63365,45.944352,2932,54595,470
3273143388391630848,218.25054,45.509468,2907,54580,554
7551655423620653056,164.74449,54.698964,6707,56383,890
2461371200580904960,241.9509,5.617717,2186,54327,560
3268594708804298752,204.36822,9.926528,2903,54581,390
2448971188102260736,241.4606,6.127238,2175,54612,505
6161179202324242432,221.71005,9.0557505,5472,55976,927
3267516638458570752,230.02501,8.057582,2902,54629,564
5376375010834227200,229.32649,4.5273351,4775,55708,738
2452224093538248704,242.86158,3.002273,2178,54629,51
1462637762216749056,132.68881,8.3629256,1299,52972,341
2337426813346670592,120.7412,6.127878,2076,53442,213
6128476153671819264,207.44322,12.937093,5443,56010,738
1982771365240924160,175.94776,14.80115,1761,53376,224
2621195101233244160,16.43468,1.102794,2328,53728,364
8831784661174689792,27.56608,-0.43133347,7844,56982,821
4823562557221478400,351.56055,2.9906896,4284,55863,754
4831321805107994624,338.4549,3.261128,4291,55525,310
2209146239948266496,322.41518,11.967329,1962,53321,475
2209155860675009536,322.63074,12.017861,1962,53321,510
5183821942122061824,133.43045,42.424029,4604,55983,650
3572506874043539456,178.86177,48.815447,3173,54849,96
7497408272443351040,157.87689,46.199758,6659,56607,148
7846502386491170816,181.4637,58.492666,6969,56420,385
8347498988358836224,196.83842,45.798695,7414,56748,280
3669464558763876352,164.13686,44.817444,3259,54885,570
3668350478590255104,162.32516,44.909252,3258,54884,613
1566290095156258816,240.06557,28.222741,1391,52817,594
9990114670944428032,176.72371,36.268543,8873,57427,17
7272304151773552640,150.12963,22.784952,6459,56273,424
6495590995517743104,137.85549,19.594943,5769,56246,998
3091746229080582144,215.40453,14.531486,2746,54232,91
6148548288326901760,216.93632,15.098879,5461,56018,32
3506061186078711808,30.2777,13.5241,3114,54773,32
6977377748432953344,9.08886760000001,15.33419,6197,56191,640
2462418209572153344,241.21827,52.316099,2187,54270,273
5144366511209553920,145.60197,42.788155,4569,55631,472
5227725990554214400,136.98941,39.248296,4643,55946,628
3282137666992236544,116.33692,18.375824,2915,54497,507
5046498431230517248,119.42452,21.66105,4482,55617,782
6528196464425803776,147.11907,34.925958,5798,56326,832
1792462663549216768,140.66002,32.755055,1592,52990,109
6528154133228134400,146.16692,34.916133,5798,56326,678
3268510871042680832,205.66481,8.291807,2903,54581,85
2049150545435846656,234.04523,5.4923817,1820,54208,46
5469782921291210752,220.99702,7.8916365,4858,55686,586
3267436099231836160,228.25805,6.915922,2902,54629,271
3267410535586490368,229.51478,6.932082,2902,54629,178
1964699511964067840,154.04336,11.924254,1745,53061,15
6039511369165807616,167.07325,13.346898,5364,56000,670
4757105868570337280,14.778435,0.2904091,4225,55455,650
4041083551084421120,11.367619,1.0950854,3589,55186,832
2921758157594191872,181.15749,17.164452,2595,54207,174
7105653926049849344,251.00461,50.226035,6311,56447,362
4863995448585592832,336.18978,3.6562205,4320,55894,392
5809872591507136512,129.16412,47.958646,5160,55895,833
3575978306845122560,157.45658,54.916818,3176,54832,437
939139374505814016,144.87198,47.763871,834,52316,505
5841267220349427712,248.32362,34.118118,5188,55803,358
1547110218784073728,195.54477,45.7401,1374,53083,450
459493911258228736,39.777891,0.48794682,408,51821,461
451576327472965632,24.684758,0.90998112,401,51788,329
5634271785371279360,263.42347,26.708963,5004,55711,977
6608130405613674496,208.38064,21.989011,5869,56064,814
3284324596609738752,180.13411,-0.334561,2917,54556,271
3239319111230056448,172.97215,0.529738,2877,54523,382
3222453701499185152,173.60185,0.559584,2862,54471,466
3284384519993452544,180.86188,0.448534,2917,54556,489
4543246457713434624,213.6103,-1.2318564,4035,55383,874
336650147494651904,206.52459,-0.69890783,299,51671,22
7427831171554189312,21.506384,33.423192,6597,56304,980
4593709644858236928,322.43618,2.9026594,4080,55471,138
8394776888489254912,198.19381,-1.1961643,7456,56727,244
3287650069628610560,189.32111,-0.650057,2920,54562,81
4526323323638882304,224.94603,-0.66533706,4020,55332,748
4269606597993406464,186.73194,-0.37188518,3792,55212,706
5798436578347950080,134.54708,56.649544,5150,56329,189
1102354730685851648,258.7516,27.391785,979,52427,359
5846850544807682048,250.78149,37.92414,5193,56066,190
1316300732344854528,239.59141,46.46853,1169,52753,450
5848146319193907200,252.45864,31.406006,5194,56062,808
5625148587790802944,253.28344,30.700477,4996,55720,555
3161626520116553728,255.22649,29.020227,2808,54524,362
4702987910160293888,255.32364,23.340594,4177,55688,378
1901658190097967104,257.3633,21.21348,1689,53177,48
1888171030229313536,227.34201,43.010385,1677,53148,134
6537146763685371904,144.94975,32.968688,5806,56310,625
2218084720816711680,176.54616,39.958464,1970,53386,225
5220825724919717888,151.8545,35.935807,4637,55616,101
2233902570760333312,187.91871,40.711549,1984,53433,426
2640352167688431616,149.79079,28.526307,2345,53757,425
2563798119976298496,130.30807,20.505208,2277,53705,451
774691465757485056,5.0876485,-0.20755844,688,52203,263
3314797835697809408,116.95757,66.830462,2944,54523,540
5122993109089624064,14.97318,7.8125002,4550,55894,540
2627935657015666688,50.091405,4.717363,2334,53713,310
3234774004736747520,170.60082,66.397537,2873,54505,231
5792883211706015744,324.72841,0.99900085,5145,55835,466
841182232944076800,354.42374,15.334884,747,52234,491
1142812365692102656,175.26489,53.412727,1015,52734,87
7607814904708308992,202.4021,53.369846,6757,56416,397
782531258524657664,19.611408,0.096342458,695,52202,112
9900273300356964352,27.179258,0.058584404,8793,57391,856
4580372568377106432,248.43224,14.12936,4068,55445,770
2783376097486596096,192.22392,29.903536,2472,54175,551
3297928580108937216,208.11557,28.076636,2929,54616,610
6772502446700732416,216.1964,26.488014,6015,56096,780
7229515557283799040,171.75734,21.930533,6421,56274,408
6587748208998326272,205.25692,21.104692,5851,56075,392
2667415271613949952,145.83752,18.145963,2369,53733,576
2738276327474882560,133.15588,16.427708,2432,54052,319
5958313533724663808,133.8494,16.68303,5292,55926,186
2749450664366073856,40.585814,27.181837,2442,54065,11
2750625767703472128,45.495494,37.367851,2443,54082,190
2733757880229455872,130.03355,12.034965,2428,53801,265
751013757060147200,32.811026,-9.8388401,667,52163,140
7938935857720827904,28.12105,-3.5170019,7051,56574,784
8833879505737064448,22.878639,-3.0433913,7846,56984,250
8200118805789122560,144.94343,55.299977,7283,57063,690
6434529624164638720,148.04759,56.505706,5715,56657,42
6463993775651790848,146.74489,47.173406,5741,55980,736
1532460325251606528,160.47722,43.813838,1361,53047,402
1359103344265684992,126.46339,29.580728,1207,52672,517
5460860388508672000,169.59523,6.4654686,4850,55929,894
2159513733955610624,317.19112,-0.116566,1918,53240,137
1252094758004746240,317.40515,0.385493,1112,53180,342
758975321394407424,338.71138,0.3272688,674,52201,432
2219241683369879552,186.96794,33.212619,1971,53472,338
5070019183065931776,126.71132,13.354191,4503,55563,334
5388663701585764352,204.35042,3.9093348,4786,55651,388
336749928174872576,204.85876,0.44487803,299,51671,385
3057986555827218432,210.60253,-9.715329,2716,54628,154
5245667815273242624,27.064136,11.021125,4659,55587,364
1721621403242883072,57.341642,0.92183426,1529,52930,438
1417509131400538112,96.186093,0.0033202069,1259,52931,4
388562764685142016,242.3278,0.37253239,345,51690,463
388603446615369728,243.50572,0.755527,345,51690,611
4133186346591166464,118.1284,44.797191,3671,55483,28
4153558642702917632,122.70466,50.478252,3689,55180,414
2624484840258430976,129.98485,53.091517,2331,53742,44
4543163444585537536,212.41387,-1.8186301,4035,55383,572
4517211120939802624,230.60854,-1.390899,4012,55327,366
1096692795558619136,255.98298,33.07735,974,52427,241
1382691992789608448,179.18013,10.01622,1228,52728,316
3338403252025714688,192.07514,10.094558,2965,54594,400
2694406639905171456,168.56931,10.044511,2393,54156,466
3618724570724409344,180.92531,10.499562,3214,54866,299
8263211526048948224,214.45677,54.029273,7339,56722,844
1490794332804900864,210.18483,55.871359,1324,53088,374
8841804235861368832,2.44751359999998,0.97448049,7853,56988,408
773647759629641728,4.6606252,0.99542018,687,52518,562
9989133356732751872,176.45109,37.862828,8872,57422,543
5069009281736482816,117.73377,15.219893,4502,55569,756
2342007652122388480,118.68035,16.240327,2080,53350,494
2174130643514976256,131.7423,24.211158,1931,53358,65
3280914460910315520,143.99363,29.814275,2914,54533,153
6499838954715455488,135.75996,20.83581,5773,56009,68
6516905578328989696,145.67461,24.082902,5788,56255,716
2708975992398964736,151.8509,25.810613,2406,54084,221
3580478058718666752,182.39618,30.091827,3180,54864,423
3214564430608099328,164.87924,28.929857,2855,54466,437
2751722530552178688,40.117311,27.032413,2444,54082,84
2701130971566073856,37.159391,26.376774,2399,53764,353
4278484334350934016,118.97436,37.723192,3800,55486,235
9336182053564030976,122.05265,41.788151,8292,57373,800
683506495333099520,216.1568,60.113946,607,52368,310
683483405588916224,217.85343,59.690451,607,52368,226
3743684068496220160,169.23601,63.482234,3325,54942,243
964917699463374848,115.72908,24.349994,857,52314,78
1347861937316194304,129.11768,35.780532,1197,52668,581
1350096970164758528,135.49934,39.976347,1199,52703,520
997600958600996864,192.68039,51.939484,886,52381,195
6022462890430144512,161.33209,7.9324074,5349,55929,88
6054224483291471872,176.12014,8.5802956,5377,55957,948
9411475511597572096,163.6534,42.804863,8359,57449,284
6820773206082691072,211.02935,41.891812,6058,56090,260
9934007142653599744,148.01673,39.032622,8823,57446,699
787038156686911488,26.850552,-1.1248566,699,52202,124
3257246923685390336,183.05035,19.934322,2893,54552,67
2825023124129474560,176.78074,20.029394,2509,54180,510
3285504922308601856,181.59642,20.324704,2918,54554,469
3143656377486960640,226.57051,19.826932,2792,54556,523
4929453223389929472,335.0308,-1.513731,4378,55853,958
7043689022040809472,15.581684,27.789823,6256,56323,215
4150269455144820736,121.38201,46.550214,3686,55268,736
1064030706918778880,150.98443,54.017909,945,52652,201
3918265075466608640,251.79628,32.208633,3480,54999,485
7566104106038697984,226.82528,50.758461,6720,56390,206
1905057060383385600,253.92844,24.62407,1692,53473,125
1891597108847339520,234.35723,39.30687,1680,53171,310
3319310781677332480,249.17524,28.446129,2948,54553,574
2467005103094130688,253.50253,25.119339,2191,54621,576
3816954698787823616,228.70057,44.481369,3390,54945,560
2166304319278704640,121.4642,20.950674,1924,53330,265
2247408696768358400,171.48165,40.35877,1996,53436,409
2218114957386475520,175.92849,40.886802,1970,53386,335
2575101374387742720,138.66118,23.52434,2287,53705,612
5065577705996525568,121.19368,16.124673,4499,55572,560
2589601183593162752,83.316824,61.176034,2300,53682,114
2590753747160295424,91.675181,63.011048,2301,53712,211
2622247333810694144,21.365848,6.513566,2329,53725,96
2619999656913954816,9.690813,7.187322,2327,53710,111
2620131323431380992,9.950067,8.067949,2327,53710,590
2627861440266004480,52.681456,4.959919,2334,53730,40
3217902548446898176,170.10092,66.289665,2858,54498,293
5679146986038599680,339.47373,12.875461,5044,56186,392
7541396709517008896,170.14713,52.96481,6698,56637,433
7507616688117882880,153.60112,50.810528,6668,56605,422
3226931462720743424,28.910086,0.075933,2866,54478,372
456096420244514816,32.823321,0.14553052,405,51816,389
1300522187844773888,34.05864,0.124707,1155,52581,392
1207073596128651264,35.1712,0.18991,1072,52643,396
3643559515175100416,194.84363,29.778038,3236,54892,536
6772530484247240704,216.69153,26.290859,6015,56096,882
3703201149336264704,241.08431,18.049688,3289,54910,423
2515394321566427136,187.60029,30.459832,2234,53823,487
2988182953965676544,205.02918,20.74924,2654,54231,162
6625036496100368384,156.53158,19.802176,5884,56046,878
2734858491335305216,131.14305,14.930454,2429,53799,173
2701084792077707264,38.270571,24.272262,2399,53764,185
2750678544261605376,45.280052,37.855781,2443,54082,382
3225773677396125696,24.792185,-10.260125,2865,54503,256
9220081598388477952,156.52891,58.959456,8189,57448,317
2968017908212459520,36.147805,0.64930677,2636,54082,530
3332704757583210496,130.55993,31.855299,2960,54561,149
5280650977841487872,160.78376,44.323301,4690,55653,656
1639466172397152256,192.62717,42.413147,1456,53115,567
9442058703559696384,194.56385,42.539781,8386,57518,953
5201796752659685376,165.7673,41.743039,4620,55652,506
2140355019071842304,342.04068,-0.423878,1901,53261,70
1257766034031536128,309.99114,0.38460931,1117,52885,494
1109106831659132928,315.38765,0.29908665,985,52431,347
2219317549672196096,189.13712,33.084709,1971,53472,614
4574661153867669504,248.30889,16.170551,4063,55364,472
2482715461096073216,241.60455,21.297013,2205,53793,386
4567820542158020608,244.80099,19.597329,4057,55357,162
4423714699561902080,242.44121,21.716177,3929,55335,196
3597384973604200448,128.1457,13.898762,3195,54832,490
2658289050712041472,144.5974,19.191445,2361,53762,143
4548761062007087104,206.89502,-0.87398638,4040,55605,456
2027784834612488192,204.0792,6.7746453,1801,54156,142
6110281160226480128,201.18127,11.408345,5427,56001,81
1028095639591872512,206.97634,-1.6893509,913,52433,542
3058084687239997440,210.32821,-8.942494,2716,54628,511
5120833112977154048,24.671755,10.741883,4548,55565,874
4609477741279944704,327.55039,9.3627986,4094,55481,158
4290898096378847232,131.76345,3.2090889,3811,55538,340
1202606554776365056,44.190301,0.88925259,1068,52614,529
1417678456191215616,96.218679,0.50183285,1259,52931,620
1417652067912148992,95.529519,0.97070202,1259,52931,524
1417613035249362944,94.548868,1.3617379,1259,52931,382
409842443052148736,247.17612,-0.88294699,364,52000,54
4144696030284193792,120.95152,47.716202,3681,55243,940
7865660007198466048,207.1651,64.962968,6986,56717,448
1029174540208465920,208.15824,-1.5415612,914,52721,371
6798345642777223168,249.07774,41.364686,6038,56090,589
921155488769402880,252.62156,38.105252,818,52395,616
3338430464938502144,193.09092,9.930913,2965,54594,499
1463674326820612096,137.32453,7.6432288,1300,52973,16
3213473440178661376,157.1571,9.827517,2854,54465,564
770150762981386240,358.43866,-1.2443543,684,52523,128
769140861568051200,357.15321,0.4793113,683,52524,550
2346502180946601984,130.26117,22.466874,2084,53360,461
2342029092599130112,119.35798,16.799151,2080,53350,572
2493933228478457856,168.82898,29.050459,2215,53793,236
8087501320519393280,26.056912,-8.6254789,7183,56658,590
2751845400976582656,40.187424,28.809559,2444,54082,531
480933839569446912,31.820041,13.795669,427,51900,635
2701101559630030848,37.353988,24.806726,2399,53764,246
2751820661964957696,39.891382,29.060728,2444,54082,441
8167408877270179840,42.229026,33.763407,7254,56625,476
2298106902225119232,20.228891,32.824742,2041,53387,528
7435459583781347328,28.392319,32.803721,6604,56337,60
7433408448765599744,24.057881,34.426134,6602,56571,790
7543804360859295744,167.27779,50.343303,6700,56384,1000
969542520314816512,123.71673,31.663847,861,52318,519
1347758308345276416,127.15124,34.273891,1197,52668,204
1821867180002666496,172.86442,7.6077394,1618,53116,586
6063042016840753152,178.94935,8.6915321,5385,55960,258
4039842752178921472,9.49740459999998,-1.1195652,3588,55184,414
4441945157357510656,232.42922,18.623015,3945,55648,982
7240708036519501824,174.62112,20.344503,6431,56311,166
3257329936813287424,181.3056,21.068866,2893,54552,369
3292213592975239168,193.53818,18.862419,2924,54582,299
8864325263007129600,14.871306,-2.4718264,7873,57307,419
525958565865744384,132.31743,1.6225736,467,51901,594
541654919103408128,146.89736,2.1416476,481,51908,353
568698788839974912,158.62714,2.425226,505,52317,434
563109416061134848,149.90402,2.6412556,500,51994,580
4725441033604669440,328.60593,-0.66974748,4197,55479,142
1104622748430264320,309.72314,0.62537402,981,52435,418
431276869426374656,351.08685,-0.91979596,383,51818,208
9869730790509617152,353.64561,-0.86708869,8766,57333,335
7520041715845013504,192.13368,55.001796,6679,56401,568
3721200705025974272,184.88727,55.751078,3305,54945,369
6119515683191496704,204.60081,11.908479,5435,55982,908
491061715765585920,120.6606,45.713342,436,51883,616
7979494918581100544,154.65489,60.246831,7087,56637,881
5850439346818097152,252.75931,34.215242,5196,55831,958
5615088331710767104,254.27979,34.616649,4987,55746,820
7695632623607980032,193.50125,58.330043,6835,56420,388
3915944556327182336,239.47945,36.22939,3478,55008,235
1897254650827008000,247.36889,31.419711,1685,53463,412
2710111782659188736,151.4559,35.299849,2407,53771,257
2703384145836402688,137.88075,30.452628,2401,53768,358
2569407827932112896,133.47295,22.274734,2282,53683,379
6523592258746294272,146.87234,27.274158,5794,56282,466
6523576315827691520,147.50087,27.278216,5794,56282,408
2590825490294007808,91.219147,64.411731,2301,53712,472
5115095316966645760,10.554365,7.5271863,4543,55888,480
5118484010914258944,12.559681,7.5435991,4546,55835,520
3501717839834882048,19.9296,7.8597002,3110,54747,615
5110708814941757440,7.88325579999997,8.5049461,4539,55865,906
2603250246515451904,10.158922,8.324571,2312,53709,617
2629034894050748416,48.004767,4.913802,2335,53730,213
2614377579368441856,45.47419,5.672224,2322,53727,138
5128720744985894912,20.083454,9.9747559,4555,56189,897
4599376802346934272,321.7386,7.4866194,4085,55452,275
5705097102423465984,330.22763,9.1613191,5067,55751,590
3234776478637910016,170.60103,66.679235,2873,54505,240
6922195734038028288,350.46988,13.400992,6148,56209,593
6919936513460379648,345.90449,13.559789,6146,56265,566
6916519506232713216,351.18604,13.971084,6143,56267,423
6093628781410361344,193.54177,12.235161,5412,55981,940
1142811265761044480,175.22864,53.474283,1015,52709,83
2967963757264791552,34.5647,0.019997497,2636,54082,333
4432718050811158528,236.15976,19.060878,3937,55352,182
2227080101781071872,202.33397,28.619607,1978,53473,182
6766865800357715968,213.55862,26.896247,6010,56097,754
6774697071557451776,217.58388,25.978784,6017,56075,572
6780299633073561600,220.16703,25.405773,6022,56076,474
4439525127030284288,234.4722,20.775626,3943,55336,370
2479398780462458880,246.97445,15.196582,2202,53566,608
6163341118068989952,221.62913,17.933357,5474,56036,600
2745045196000487424,138.67387,15.858428,2438,54056,368
5070174763961262080,127.70482,14.045744,4503,55563,900
2737128158531708928,132.97414,15.456928,2431,53818,238
2701199691042809856,39.720786,25.761351,2399,53764,603
2156103604883187712,25.376561,-10.300562,1915,53612,19
745494483818276864,24.254421,-9.2096883,662,52178,541
8875723075821215744,35.757969,-3.3562864,7883,57331,924
1202495778979866624,43.630436,-1.027588,1068,52614,126
2329528745339152384,53.285535,-0.093739,2069,53376,152
3519673140550672384,38.472452,0.74899429,3126,54804,400
1362420021577410560,131.32208,32.835811,1210,52701,295
1629208278749702144,179.6471,42.419391,1447,53120,113
2139254682827122688,341.28802,-0.563141,1900,53262,163
761192761083848704,341.97172,-0.041733388,676,52178,307
2149513950931216384,312.14534,0.295696,1909,53261,622
2093188167854221312,313.50243,0.29424705,1859,53177,510
7298313100754657280,190.60437,32.779138,6482,56358,836
3802249830361833472,198.36041,32.52902,3377,54950,312
3802248181094391808,198.22954,32.960428,3377,54950,306
4577023454667055104,251.19233,15.412037,4065,55368,874
6737640785317961728,190.66086,26.134994,5984,56337,930
3579313125578612736,151.36307,20.019994,3179,54830,281
5069953762124079104,127.88651,13.378795,4503,55563,96
6491957659377311744,144.93082,18.968192,5766,56248,68
2746207375412193280,139.53991,17.871175,2439,53795,500
1028083544963966976,206.62525,-1.6815286,913,52433,498
5966321276926533632,136.31204,9.0734062,5299,55927,646
897458537075075072,71.495445,0.36592001,797,52263,423
897515986557626368,73.424612,0.035266853,797,52263,632
387464352619325440,241.47739,0.71140882,344,51693,563
1032502206764443648,214.55214,-2.7408275,917,52400,189
707124275194128384,249.98548,41.253236,628,52083,215
1390599405639329792,147.984,8.159209,1235,52734,411
3213457497260058624,157.02231,8.981678,2854,54465,506
2625726745470330880,132.23558,6.540427,2332,54149,466
5994535295386624000,149.63466,9.1733266,5324,55947,888
7696833290691387392,189.83394,58.374346,6836,56443,660
7554916025906470912,216.02616,54.531806,6710,56416,464
8838503501417914368,0.141964330000008,-1.1388813,7850,56956,688
5293121089907433472,185.10509,38.691046,4701,55709,966
4472115755433828352,192.70061,38.423292,3972,55589,150
3797729737892274176,129.36939,21.999596,3373,54940,252
2169643535941265408,125.58014,20.390495,1927,53321,125
3055698465083385856,119.36773,17.704892,2714,54208,22
3231407850374850560,164.40847,28.510804,2870,54534,273
2635850491887642624,147.24114,24.996626,2341,53738,432
7270150759206854656,158.62589,27.869769,6457,56330,782
3555717330564653056,39.391986,28.193417,3158,54794,456
6188101017931849728,124.62467,9.7695605,5496,55888,564
7428868840182751232,17.409643,34.909091,6598,56574,659
4278543433100926976,117.48055,36.922567,3800,55486,450
9253850074059874304,182.54982,51.843868,8219,57429,286
5020462819109216256,118.08091,26.699359,4459,55533,273
5225506626350325760,139.21651,41.784373,4641,55947,746
2704412745809291264,142.62915,6.314698,2402,54176,4
3805676458802782208,208.93558,41.911113,3380,54977,490
7470425703365713920,191.01264,44.758893,6635,56370,290
8350834356965580800,194.23407,45.01823,7417,56753,126
2144918274670880768,10.092577,-1.052134,1905,53706,287
8255199933918846976,29.54266,-1.1559164,7332,56683,370
4063461361740390400,31.054399,-1.0849129,3609,55201,322
764545721775974400,348.63238,-0.82716974,679,52177,217
765694436934969344,349.75519,-0.83038288,680,52200,300
3142534050992908288,224.68287,20.589314,2791,54556,536
6763505692303138816,212.72066,23.519609,6007,56066,818
2462500398066329600,243.37932,53.646491,2187,54270,572
5627453439074082816,259.92642,33.323804,4998,55722,748
6590091267773800448,188.42329,20.261792,5853,56045,724
2942120292903839744,189.88336,21.135078,2613,54481,523
3337169875494791168,220.5719,20.085439,2964,54632,9
4455440563345268736,227.35848,18.640402,3957,55664,926
4931545868962603008,336.80264,-2.3759279,4380,55857,379
4903497596780126208,358.11177,-2.1762966,4355,55533,740
8852991216700071936,3.33720920000002,-2.2533716,7863,56975,146
590035631745296384,195.58306,2.0563277,524,52027,233
1030307857154729984,209.88814,-1.573396,915,52443,398
3336205328197904384,193.87492,9.884512,2963,54589,596
6011444134534946816,156.60021,9.2652126,5339,55922,962
6036086664870207488,164.89289,10.020068,5361,55973,499
771316789693933568,359.55336,-1.0940985,685,52203,274
2142748657496123392,356.85652,0.531393,1903,53357,586
8840687406908678144,359.72713,0.87942349,7852,56987,441
4751503306936786944,6.99398969999999,1.0473495,4220,55447,748
9955328871770333184,175.52936,38.246406,8842,57424,443
5831261117364543488,134.49014,25.702118,5179,55957,820
3072638644272523264,117.83919,16.741179,2729,54419,210
2656071336832559104,162.6391,27.769445,2359,53826,267
2572803120123897856,135.81418,20.795508,2285,53700,443
3581520395674689536,181.3852,30.057023,3181,54860,119
2709044711875700736,151.75249,26.365353,2406,54084,471
3231459802299262976,165.08675,29.083943,2870,54534,462
752200679845554176,34.189883,-7.9297861,668,52162,362
3649052400255344640,38.174732,23.42729,3241,54884,39
2701088640368404480,38.290625,24.580728,2399,53764,199
2748362147854575616,46.406748,37.204367,2441,54065,147
2701079019641661440,37.648469,25.142115,2399,53764,164
2750703833029044224,45.895979,38.252453,2443,54082,474
2750687065476720640,45.84577,38.928594,2443,54082,413
3212219446747752448,156.84161,16.972523,2853,54440,98
6926713901439492096,358.30743,9.1985552,6152,56164,646
610361203125938176,116.67153,35.813187,542,51993,449
611438450045904896,117.16277,36.465358,543,52017,272
3034472121603483648,112.1835,31.61776,2695,54409,625
8008743303510990848,173.91409,63.82293,7113,56711,790
8201244699320623104,149.34808,46.179379,7284,56683,690
996495399625713664,188.56339,52.135591,885,52379,269
6059726439896293376,176.48831,7.7940837,5382,55982,484
9574766733375283200,213.52711,40.672668,8504,57518,414
8857718567413456896,8.92888620000002,-1.1422193,7867,57003,960
1687748199961356288,18.470564,-1.146707,1499,53001,88
4441909423229607936,231.67836,19.050686,3945,55648,852
708346656709437440,251.24067,45.922794,629,52051,566
3257354126069098496,181.73888,21.065435,2893,54552,457
4928255854807851008,331.43483,-2.2551742,4377,55828,698
4511736652545105920,198.69751,2.4328402,4007,55327,930
4730005105767587840,334.55856,-0.980244,4201,55443,362
7530253430272532480,183.04636,54.872537,6688,56412,854
7460354176184197120,203.55978,42.90437,6626,56330,514
6169953580411232256,225.77127,10.6046,5480,56001,80
5868290470954639360,245.41433,7.0918817,5212,56016,364
6156635196282085376,219.54395,12.834579,5468,56014,780
