#Table1
specobjid,ra,dec,plate,mjd,fiberid
1000945127948052480,116.84235,29.631049,889,52663,73
5186123223985528832,131.56296,42.70913,4606,56223,830
466219075471697920,50.460698,0.88688878,414,51901,351
1363634161704790016,136.37815,35.444202,1211,52964,616
1363573413687355392,133.68055,35.064646,1211,52964,395
5966382299821875200,137.43828,9.7477705,5299,55927,868
6039416811165818880,167.14064,11.047926,5364,56000,326
3020930532100827136,113.54105,41.251408,2683,54153,513
5576714001562181632,245.75655,30.51116,4953,55749,479
2577253668449445888,141.00309,20.020713,2289,53708,250
2490666579365226496,167.89012,26.260542,2212,53789,640
2553614442893961216,121.18943,13.249198,2268,53682,267
2566087852991473664,133.01742,18.043614,2279,53708,589
2869956596698474496,128.03169,82.419977,2549,54523,137
2451243327958312960,244.02602,17.418962,2177,54557,579
3172961387030800384,263.77661,8.44555,2818,54616,638
587820115764996096,190.89111,3.293656,522,52024,365
8911712015174574080,16.907107,-3.7718247,7915,57309,779
7085380307935797248,344.0296,28.134558,6293,56561,335
5382939369207209984,217.27809,3.4482452,4781,55653,43
664330732449064960,227.7441,3.3658414,590,52057,181
2142607095374047232,356.78368,-0.04701,1903,53357,71
8838507899464425472,0.14828319999998,-0.18774374,7850,56956,704
3502715097770467328,13.1189,-0.016239099,3111,54800,147
7911746032563625984,212.52236,51.90641,7027,56448,172
7914054182465675264,213.05126,52.164174,7029,56455,377
2785491839262681088,239.09132,25.441437,2474,54564,56
2251899103246051328,189.57206,39.554214,2000,53495,361
2011016187709777920,138.35914,62.501684,1786,54450,578
2362285122285234176,173.78364,34.402585,2098,53460,535
3822483593997950976,188.13963,35.180921,3395,55004,194
2263114396727273472,187.97515,35.763973,2010,53495,202
4467737500148801536,188.24437,36.056053,3968,55590,606
2594101760905734144,140.46729,21.556882,2304,53762,103
2593030026492405760,300.91938,-12.185956,2303,54629,300
4968799797433573376,344.54594,5.8255614,4413,55894,740
5108459213161472000,5.60897610000001,8.1004461,4537,55806,914
4958586427531042816,24.867753,5.2613675,4404,55513,448
530400318349928448,136.40085,2.2949637,471,51924,369
530409114442950656,136.57685,2.386595,471,51924,401
8317234935669694464,160.04672,49.222558,7387,57038,772
9186415370537246720,172.80966,51.861725,8159,57064,720
7542441241771745280,169.23161,51.796868,6699,56411,137
3282165979416651776,117.12541,19.236255,2915,54497,610
5818899309442080768,226.7685,38.74164,5168,56035,904
4137871910359769088,117.19746,48.437004,3675,55183,690
4120894901507301376,113.09834,43.607916,3660,55209,368
2319390154155911168,18.942694,25.105465,2060,53706,132
3507280544809459712,17.594999,18.5784,3115,54793,372
6118346903186808832,202.92342,17.868242,5434,56033,752
3726763958548406272,209.62009,17.211186,3310,54919,128
2942025734903851008,189.47259,19.123631,2613,54481,179
4843796314381590528,7.54659930000003,2.7432061,4302,55531,636
8846457648813416448,13.606635,2.8829198,7857,57278,953
4822319834220961792,352.57459,3.635088,4283,55864,329
6913266874651222016,346.06555,15.717333,6140,56189,878
3640091105728503808,171.88275,-2.2117062,3233,54891,206
4331359575364050944,187.28508,-1.3386115,3847,55588,82
3259539680558868480,188.58934,-1.257238,2895,54567,216
367075295313815552,172.68871,-2.8200397,326,52375,116
377249070114170880,188.54319,-2.4674657,335,52000,264
4159339875328303104,127.71312,50.602946,3694,55209,966
2769771297759062016,202.06967,65.715539,2460,54616,209
3859725426800828416,242.90418,45.489955,3428,54979,511
3860874141523615744,234.62925,52.338759,3429,54976,594
890621225427036160,221.63425,55.809259,791,52347,125
8366812466802302976,207.09709,48.974234,7431,57162,910
1406391720509204480,92.189572,0.27658502,1249,54484,519
5487717055233761280,149.72905,5.8391194,4874,55673,294
1605542938098558976,153.8499,37.374909,1426,52993,35
2768703121004718080,238.1459,27.760975,2459,54544,419
2785602065303365632,238.25005,27.657472,2474,54564,457
1765544148003219456,253.28598,20.183604,1568,53169,484
5580026005261623296,244.39737,31.279282,4956,55737,240
3305795311095539712,232.14685,39.722187,2936,54626,557
5200652709921792000,170.95009,33.787157,4619,55599,440
3822458854986326016,189.11043,34.588086,3395,55004,104
2392674804663609344,213.01493,31.738171,2125,53795,500
2401673484750055424,217.14553,30.779598,2133,53917,469
3142453786644080640,224.06386,19.089949,2791,54556,244
2794654063130601472,164.07424,19.918622,2482,54175,620
2819324355345934336,173.49993,21.034296,2504,54179,258
3224744533908547584,19.833204,-8.960031,2864,54467,608
2601966852003358720,357.55958,-10.952359,2311,54331,44
726369304106264576,351.03555,-9.4302358,645,52203,596
612655887382767616,121.0214,39.743372,544,52201,605
2774357629865060352,232.44765,50.461715,2464,54272,510
9231446425115533312,207.99874,59.145594,8199,57428,702
2757495794402617344,232.8965,50.75287,2449,54271,607
896293881698609152,234.06605,50.230731,796,52401,282
3892359481752920064,253.07519,34.906687,3457,54984,449
1549316938721683456,199.44486,42.896353,1376,53089,286
1540255038679574528,178.76988,44.022376,1368,53084,87
2329640070891464704,53.758967,0.029737,2069,53376,557
1869113196560803840,302.41899,77.396114,1660,53230,434
1870265484914485248,304.43946,78.122691,1661,53240,530
2437593704995776512,235.79559,23.767645,2165,53917,74
4458761088444375040,230.41127,26.550572,3960,55663,718
4365269609734971392,224.93884,29.066512,3877,55365,566
800520093388793856,50.431218,-0.84045447,711,52202,19
798416727695190016,45.982912,0.38925661,709,52205,559
2934189784924448768,201.58698,17.277569,2606,54154,344
2634736411646912512,48.280599,5.722934,2340,53733,475
2622364981554866176,21.482661,8.275034,2329,53725,524
4804238634004750336,35.00114,1.3143144,4267,55484,86
4857342852827422720,21.096156,2.6997389,4314,55855,766
4804355182237294592,32.667218,2.5350698,4267,55484,510
4313329233180991488,156.20344,-0.38682971,3831,55543,24
308557629465061376,159.6396,-0.33325298,274,51913,222
4257121094224289792,140.89532,-2.3178115,3781,55243,340
4243784018129035264,153.43954,-1.7180095,3769,55240,972
5013788508684263424,118.18756,28.700521,4453,55535,568
8314914410876346368,153.04491,46.880254,7385,56710,522
1555004437494261760,216.78253,38.278002,1381,53089,497
5825516720375177216,222.13619,36.50199,5174,56047,402
7452369523431153664,194.46948,42.881982,6619,56371,138
8867595205471084544,20.254604,-0.25217347,7876,57002,27
807356586275137536,329.41413,-8.2478331,717,52468,314
2862043676257839104,278.54421,21.28632,2542,53919,22
2459123785509398528,272.05183,24.285009,2184,53534,576
2459133406236141568,272.79411,24.386919,2184,53534,611
3229256654482597888,158.0051,17.963854,2868,54451,639
6009087882207141888,154.5811,17.783982,5337,55987,582
8848593450217480192,16.340634,2.4115091,7859,57282,531
4516117112037548032,228.6883,1.6097855,4011,55635,482
582257961317984256,182.78306,3.7046459,517,52024,610
864778577898399744,142.52825,52.467664,768,52281,318
1066375411421702144,157.76907,57.613035,947,52411,539
1453569810968373248,227.75774,41.626246,1291,52735,120
3286594812924422144,180.55336,50.729924,2919,54537,338
1448011229766379520,211.43979,47.591481,1286,52725,378
8338560234659225600,201.20636,47.544185,7406,56805,529
3834957552844644352,224.14837,41.635534,3406,54970,518
2080833797154170880,234.027,27.692527,1848,54180,621
2087588086782388224,247.2563,20.778978,1854,53566,617
1868017258245154816,248.84603,20.80761,1659,53224,543
4584738177902682112,242.29807,16.381697,4072,55362,268
3135660453733099520,212.83184,21.884011,2785,54537,106
6638553342313209856,213.5878,21.819336,5896,56047,900
6640575893918949376,216.34499,21.161255,5898,56045,66
4428411813235761152,234.95461,16.19727,3933,55335,900
3146942817859823616,234.43539,16.730947,2795,54563,191
4578073489546649600,246.96763,12.281778,4066,55444,598
6728445020137824256,185.91828,25.884665,5976,56356,244
6632837530898112512,173.35704,18.659652,5891,56034,586
3571425779470409728,183.61597,19.425681,3172,54863,259
2544547319517308928,333.06609,20.382808,2260,53638,49
3177347884861384704,1.034223,24.208682,2822,54389,212
8627983589701558272,4.0069924,24.232914,7663,57328,773
7071866480933969920,6.94488589999997,24.201672,6281,56295,324
7420911948756131840,344.75485,21.978864,6591,56535,384
478534430286178304,23.235042,13.621871,425,51898,98
8211460537705275392,133.58153,52.814803,7293,56741,991
507847135572551680,139.21734,55.727482,451,51908,241
4159108428130656256,126.91418,48.86123,3694,55209,124
1098992698771138560,257.04441,32.985234,976,52413,416
695905132851783680,235.72135,53.751034,618,52049,360
3545617491831136256,137.31866,39.179522,3149,54806,577
1969293001633064960,160.47425,14.263305,1749,53357,342
5031659701307154432,123.47574,22.620431,4469,55863,47
3268500150804310016,205.90185,8.444284,2903,54581,46
2060509056212166656,223.2567,6.872488,1830,54560,408
3336070088267687936,193.92729,9.406523,2963,54589,104
2033405253159774208,208.80056,8.6285229,1806,53559,109
3274137897179047936,218.28453,8.328184,2908,54611,76
3267480354574854144,228.55177,7.219319,2902,54629,432
3038958129128695808,71.985459,23.233004,2699,54414,561
1415415386601449472,72.795036,25.34387,1257,52944,579
2623418313912379392,127.09633,23.635333,2330,53738,260
2623458995842607104,127.49873,25.009667,2330,53738,408
2456851376077039616,261.53225,27.5098,2182,53905,501
2543437086426425344,312.97568,15.148119,2259,53565,106
6137535029973065728,212.08341,15.585379,5451,56010,926
5506923875160530944,232.34475,12.476197,4891,55736,536
4588158208653107200,248.79848,11.313855,4075,55352,422
4427166066595045376,234.99793,16.852226,3932,55337,464
4578082285639671808,247.05526,12.414391,4066,55444,630
620539107386353664,135.50148,50.623069,551,51993,612
6447115733247696896,141.98034,53.80708,5726,56626,774
8206779921705443328,137.53166,52.270091,7289,57039,347
7914079746111021056,212.27348,52.473344,7029,56455,470
7453558095450447872,197.31691,41.307437,6620,56368,366
3533152327399743488,302.1291,-12.923932,3138,54740,285
3533241662719500288,304.07244,-11.467186,3138,54740,610
6936831608679800832,354.31667,8.2858926,6161,56238,590
9830348209540538368,37.12156,3.489826,8731,57416,422
2615610142858700800,333.28024,7.310178,2323,54380,526
8023242560947331072,2.37649720000002,32.865128,7126,56568,290
4289814535672406016,130.19132,1.9655404,3810,56015,494
635089498388064256,130.23361,2.2881651,564,52224,298
8316090339552108544,156.51162,48.397495,7386,56769,704
8347442363510005760,198.25824,45.89964,7414,56748,74
8340730670193025024,200.12444,45.75315,7408,56780,233
4702032434455093248,254.823,18.778351,4176,55682,998
2125823323274242048,353.2185,50.053658,1888,53239,452
6437970546407743488,138.95798,63.915233,5718,56693,272
9224659962877157376,128.87384,59.209404,8193,57333,589
4118705224033476608,112.23114,42.267079,3658,55205,594
2297987055457691648,20.250285,30.549202,2041,53387,92
7050550248536514560,19.108342,29.715922,6262,56267,600
2821663566334027776,175.84763,20.349463,2506,54179,576
6621449889036345344,178.96667,18.820744,5881,56038,118
7051687693516775424,18.585325,31.340829,6263,56279,642
7326434212159922176,343.47116,30.851185,6507,56478,740
6440184411543543808,147.28627,60.881823,5720,56602,134
9230185284372504576,139.84339,58.665479,8198,57374,210
871526830597761024,164.46356,60.388565,774,52286,292
1334334095567644672,126.33869,4.0595497,1185,52642,519
2121259525200701440,355.38236,42.690113,1884,53228,233
2117976933789624320,358.96957,37.362111,1881,53261,579
2604374222562158592,18.254073,0.71249,2313,53726,610
2866648167921772544,321.20779,73.984057,2546,54625,389
2556949812155017216,126.34197,17.431035,2271,53726,113
2567154378800654336,131.67191,21.472106,2280,53680,373
2585166029453813760,144.79797,25.249915,2296,53735,363
2575007091265660928,136.94957,22.709173,2287,53705,269
6519147482806460416,146.9528,26.776811,5790,56271,680
7284767117097803776,153.03363,28.545795,6470,56334,708
6042859931593318400,169.07103,15.994957,5367,55986,564
6037220536974548992,166.23324,16.088168,5362,56017,528
2804723660126971904,167.09031,17.796268,2491,53855,389
2924029749019830272,184.49345,16.317184,2597,54231,246
6106902086653288448,198.94197,16.224021,5424,56033,76
2924120733607028736,185.96801,18.061494,2597,54231,577
3520803713902026752,36.534697,0.91665366,3127,54835,417
8618772431174082560,341.27825,25.931128,7655,57336,31
2967934620206655488,35.490328,-0.80387174,2636,54082,227
4460933173614714880,227.0408,21.843645,3962,55660,428
2443364491069515776,239.33648,18.122287,2170,53875,588
4587096085906825216,243.86546,16.315253,4074,55679,654
6182495984980828160,230.20094,15.503784,5491,56034,653
5002611973055029248,115.80797,33.97514,4443,55539,868
8662721835467513856,4.51163889999998,26.947472,7694,57359,174
8570618213817098240,346.52142,21.607088,7612,56972,975
5370757609618907136,168.00172,5.8389131,4770,55928,782
3654754468479737856,175.63161,6.0417666,3246,54939,303
7851124189004013568,188.88184,64.626205,6973,56741,815
675666151937697792,187.94381,65.816473,600,52317,459
5360486241920851968,200.34723,4.1523445,4761,55633,279
2890274741174691840,157.258,45.252033,2567,54179,326
2690960494545627136,163.39969,46.746078,2390,54094,217
3915883533431840768,241.63448,35.563657,3478,55008,13
1884918680135952384,220.68892,47.450682,1674,53464,590
2326190352706332672,31.309792,21.613018,2066,53349,295
3637821988589903872,49.90487,17.995167,3231,54890,143
3637937712188727296,50.33902,19.074461,3231,54890,564
3270852830793066496,206.90064,19.535225,2905,54580,413
6176752136170217472,228.33279,15.023724,5486,56030,237
3088392169313036288,209.2136,15.969577,2743,54259,177
3542224398394171392,333.44169,1.0280376,3146,54773,521
764598773212014592,348.60735,1.1608025,679,52177,410
2320552612908263424,18.923425,31.067832,2061,53711,265
4513941453622190080,232.16792,2.862466,4009,55648,759
3255001445308590080,118.23798,21.908578,2891,54507,90
5442854781998571520,189.97304,6.481415,4834,55685,926
2454604535943948288,253.29162,24.198702,2180,54613,519
1878051129988769792,202.30397,51.017825,1668,53433,182
9242622960795099136,206.40382,50.331711,8209,57427,402
3663805097604915200,188.4977,15.328123,3254,54889,461
6114927696533233664,201.21953,14.692957,5431,56011,601
6060931505160429568,178.10215,16.096325,5383,56013,772
8616541246700101632,340.13593,23.62966,7653,57306,106
7101300130821677056,341.54322,24.272015,6307,56205,907
3314753580354791424,114.34386,67.038259,2944,54523,379
3270845683967485952,206.35701,19.108254,2905,54580,387
8571727346440052736,344.70388,23.824305,7613,56988,914
7053854280659214336,22.442814,28.231533,6265,56248,332
7347624551096754176,9.78471780000001,30.594162,6526,56543,6
4261644485564276736,157.17022,-2.8788556,3785,55273,412
4262663187952803840,162.96828,-2.5822843,3786,55563,22
4257088383753363456,141.70529,-1.8093106,3781,55243,221
4263801732276920320,165.8841,-2.2377967,3787,55565,68
4260572736537993216,153.31553,-1.5832556,3784,55269,609
4246038571822063616,161.2119,-1.4095559,3771,55544,982
673324467031664640,178.3157,63.843304,598,52316,132
674428101844822016,184.25583,64.067468,599,52317,51
7681104781352345600,202.77185,65.073875,6822,56711,784
922232185765783552,252.24292,36.807073,819,52409,437
6798220848207470592,250.66836,39.292058,6038,56090,135
1100009746976499712,259.41979,28.329781,977,52410,20
4546498812772851712,210.62753,-2.9056932,4038,55363,418
4529528949722554368,223.13146,-2.9427672,4023,55328,122
6011234677569855488,155.68875,8.3607852,5339,55922,200
2694309608004020224,169.54894,9.342167,2393,54156,113
5635272616501551104,246.34032,28.897019,5005,55751,522
4717702124485451776,249.10544,26.716349,4190,55686,660
3232476575710603264,168.18046,38.312399,2871,54536,65
2247307816576509952,172.44692,38.715335,1996,53436,42
2224801362724546560,180.65498,39.313157,1976,53401,84
2623499677772834816,128.35992,24.63443,2330,53738,556
3548977874159640576,155.63858,36.020748,3152,54801,514
2328449574844262400,45.942201,0.66687,2068,53386,322
464039569050855424,48.255892,1.099476,412,51931,614
800604755784132608,48.357973,1.0581497,711,52202,327
3177373448506730496,0.125994,24.385522,2822,54389,305
2529902378065435648,260.11939,41.202695,2247,53857,19
5496913921049600000,240.0223,12.377347,4882,55721,984
2849822615470630912,246.79619,11.326499,2531,54572,618
6632720982665568256,174.45501,16.06539,5891,56034,162
4825752778277101568,348.07893,2.5144089,4286,55499,530
8685437196008660992,9.0337553,30.050977,7714,57363,892
548421864003758080,146.86464,63.153333,487,51943,395
559694057983469568,206.17994,67.312597,497,51989,443
400830017409411072,264.60266,58.300491,356,51779,35
2148285521195984896,310.2231,-1.185877,1908,53239,249
1408581647292459008,64.483429,27.97771,1251,52964,294
1413006906682796032,67.825479,24.854018,1255,52962,9
1415380202229360640,70.843267,25.972844,1257,52944,451
4364221773140434944,227.17043,31.58229,3876,55245,850
2768685528818673664,237.50405,26.627574,2459,54544,355
5217543408000671744,159.59299,37.353308,4634,55626,448
3271884997283309568,214.13577,36.342484,2906,54577,72
6690319451995217920,113.86805,44.664175,5942,56210,808
4115271449807134720,109.58131,39.381275,3655,55240,390
4115306634179223552,109.26135,39.889907,3655,55240,518
2296954613988878336,18.316001,26.079373,2040,53384,432
5683735798353993728,336.70942,13.142338,5048,56218,702
6604549845511282688,202.90647,18.731752,5866,56035,76
7050538703664422912,18.977108,29.821506,6262,56267,558
6709433911955398656,329.64517,26.518085,5959,56214,714
725253574178662400,328.47547,-7.5227627,644,52173,633
2158449961774114816,310.85887,-5.00997,1917,53557,363
5679285524503699456,340.85942,13.651137,5044,56186,896
2133665590009686016,354.28143,14.642505,1895,53242,310
843308963175884800,359.59347,14.83819,749,52226,36
5183810397249970176,133.10153,42.585422,4604,55983,608
1704778534389573632,48.735361,1.0398399,1514,52931,604
5141020147553640448,150.02173,41.840122,4566,55630,586
5004882470102867968,129.88932,32.581374,4445,55869,936
6147540585618055168,214.76664,10.020422,5460,56000,462
4152464630193561600,121.37844,49.95074,3688,55273,530
5099216164585709568,124.82529,53.162602,4529,55563,56
2406098474144655360,219.44209,26.92113,2137,54206,183
6805179107543851008,244.17734,42.276931,6044,56090,873
2560353900154611712,126.67357,14.703282,2274,53726,209
6494393898391019520,138.80023,19.187388,5768,56017,739
2641395878715222016,153.98312,23.543948,2346,53734,126
6722918320041861120,182.33607,27.010033,5971,56064,618
6722962300506972160,183.22462,26.988444,5971,56064,778
2948843532049213440,200.90085,20.152868,2619,54506,406
6176711729117896704,228.8636,14.297354,5486,56030,90
5501352100003553280,236.35989,12.998803,4886,55737,746
3091766844923602944,215.46769,14.612712,2746,54232,166
3095162686736984064,220.4336,13.811255,2749,54241,232
3837211001556672512,224.15487,13.281379,3408,54948,524
4722215066002235392,322.89833,0.71363562,4194,55450,694
760092981490378752,340.89017,1.1845494,675,52590,402
4740242658550587392,349.91133,1.2148502,4210,55444,742
6702598246118694912,326.65986,23.386473,5953,56092,422
2320585873135003648,19.177917,31.771691,2061,53711,386
670035273081448448,239.11035,3.2902458,595,52023,454
9940670183117922304,132.6398,38.454765,8829,57446,363
5142210917958656000,152.53256,39.814465,4567,55589,822
2035771137656383488,210.10372,7.7359483,1808,54176,524
2454596014728833024,252.98394,24.496993,2180,54613,488
3915902225129512960,240.77138,35.412605,3478,55008,81
1897193353053759488,247.72207,30.181124,1685,53463,189
1881499748427393024,211.02266,49.360209,1671,53446,440
2000843221302798336,207.20304,14.253406,1777,53857,433
1993010014079444992,193.43156,15.901984,1770,53171,608
2234963324569675776,191.28554,40.211938,1985,53431,189
2545766677476304896,340.02399,23.700732,2261,53612,389
3314729116221073408,114.10368,65.338603,2944,54523,290
2591980527208654848,83.680861,62.852413,2302,53709,578
3699812454499459072,121.86383,66.427143,3286,54910,383
3292156968126408704,194.88592,19.111941,2924,54582,93
3298915391341881344,207.84132,18.069971,2930,54589,104
3292237507353143296,193.6811,20.046349,2924,54582,386
7069661409492049920,3.16996920000003,24.571279,6279,56243,494
8625739760642531328,6.85112049999998,24.654908,7661,57286,802
5756735119168610304,32.633302,21.976052,5113,55924,32
8599784684040200192,25.886774,24.285255,7638,56981,586
5755788988926369792,27.393683,24.012991,5112,55895,686
7039368764719079424,10.439301,30.158326,6252,56248,882
8659487622031187968,29.514203,28.384349,7691,57360,696
4244802165795692544,155.50254,-2.1324433,3770,55234,580
4261675271889854464,156.79284,-1.6697261,3785,55273,524
5840165514245021696,251.56596,38.156637,5187,56074,446
1024637674582992896,201.48724,-3.3915666,910,52377,250
6081052566874988544,187.13914,8.7957036,5401,55949,244
6096792901013970944,194.54196,8.8096854,5415,55982,163
2608768977685473280,132.12171,5.291602,2317,54152,214
6047221144297119744,172.42559,9.0419555,5371,55976,46
3336120116046751744,192.17775,9.125065,2963,54589,286
1396159910818899968,159.89746,8.7664375,1240,52734,160
6022672897151049728,160.92319,8.9327011,5349,55929,852
1574080690314569728,224.18546,39.188464,1398,53146,264
7477275111269048320,181.13187,46.937555,6641,56383,632
8355339062916128768,186.87244,47.064819,7421,57159,130
5818899584319987712,226.65144,38.615818,5168,56035,905
8349716154596433920,193.66282,47.554492,7416,56810,154
5597115714659917824,236.66925,33.779019,4971,55747,972
4717629006962204672,248.92741,26.382691,4190,55686,394
3277581293054879744,230.0278,38.732373,2911,54631,315
5580051843784876032,243.86051,30.541874,4956,55737,334
3546623544970551296,169.8789,38.518848,3150,54806,141
2623500777284462592,128.0025,24.3913,2330,53738,560
2329638971379836928,53.492567,0.335408,2069,53376,553
1201447944432150528,45.441959,0.703515,1067,52616,410
2328476238001235968,46.553233,1.090021,2068,53386,419
8630201579532689408,0.617327989999978,23.929979,7665,57328,650
3177298681716041728,2.817262,24.923846,2822,54389,33
4845916447258419200,10.607346,2.0873494,4304,55506,157
4823566405512175616,351.58567,2.5424405,4284,55863,768
8685196402962178048,10.003406,29.658192,7714,57363,16
7319545223482155008,353.39875,29.659287,6501,56563,254
2462387148368668672,243.18279,52.215367,2187,54270,160
6442628066170609664,150.07235,63.997828,5722,56008,832
7639352472796897280,235.91154,57.837643,6785,56487,442
6426882245043134464,136.24662,59.588669,5708,56605,893
546153570945230848,139.36258,60.820362,485,51909,335
548404821573527552,147.13852,63.694696,487,51943,333
3318193402650060800,222.59985,63.848287,2947,54533,605
6790549830475161600,252.16613,43.864981,6031,56091,900
412117607773136896,262.20859,58.221211,366,52017,139
403198366109952000,263.33598,57.347084,358,51818,459
2151693458425800704,343.41131,-9.278233,1911,53295,359
1756415730074544128,40.367255,-0.72562883,1560,53317,43
1109015022438213632,317.39274,-1.1951913,985,52431,13
1409712220224382976,63.893967,31.060191,1252,52970,311
1413172658060683264,67.882598,26.202308,1255,52962,612
1414286462332987392,69.473038,26.46083,1256,52902,568
2084206812944427008,240.92899,24.867308,1851,53524,604
4572464879357632512,247.80466,20.570114,4061,55362,674
2233848969568479232,188.01261,40.085025,1984,53433,231
3265237349847558144,197.71656,39.389583,2900,54569,464
2102182725074053120,114.55292,47.494819,1867,53317,464
5770287698469167104,17.596966,20.368041,5125,55863,184
8581689196648833024,16.874816,17.728193,7622,56987,291
7409552894213464064,353.17477,29.145992,6581,56540,20
8538861294098292736,341.45491,19.485228,7584,56957,132
3110906048442034176,222.0977,15.538565,2763,54507,162
3726882430926299136,210.56685,18.36808,3310,54919,559
2973637789502957568,203.21463,19.653095,2641,54230,495
3257321965353986048,180.62975,20.822898,2893,54552,340
5670103495602053120,334.0766,15.130212,5036,55751,260
6956944974601494528,6.48780360000001,17.871612,6179,56221,34
6979666382372708352,11.782035,18.613751,6199,56220,774
2157315260942411776,310.327,-5.733497,1916,53269,331
2157366388233103360,311.50645,-5.138145,1916,53269,517
826466094272243712,329.69074,11.377072,734,52224,202
2209053606093626368,322.1391,10.651045,1962,53321,138
6881646569537380352,1.86078209999999,14.484178,6112,56191,532
4282932404966891520,124.17044,36.363535,3804,55267,33
2329630999920535552,53.357752,0.943206,2069,53376,524
5009255772149751808,126.92689,29.636888,4449,55544,462
5226696847335071744,142.26534,38.373423,4642,55926,980
1364695186046740480,136.80154,36.72178,1212,52703,380
5821170900934828032,217.03307,40.81743,5170,56063,976
5601392819757359104,233.31975,34.134415,4975,56037,148
9435116662053380096,207.41367,43.71777,8380,57520,274
6013474932662444032,157.229,10.163071,5341,55931,158
398632643639404544,260.67995,60.516584,354,51792,233
2150515332152846336,344.64032,-10.072631,1910,53321,169
2151730841821145088,344.64059,-9.22483,1911,53295,495
2150623084292368384,345.36437,-8.412388,1910,53321,561
4924923785742622720,326.43054,-1.1187213,4374,55883,864
1114642873275410432,326.552,-1.1137436,990,52465,7
8176411953926742016,68.994335,24.824676,7262,56659,461
1414133080460912640,69.802399,24.805069,1256,52902,10
1415343368589830144,70.036385,24.862177,1257,52944,317
1414306253542287360,70.522108,26.059453,1256,52902,640
1415368932235175936,70.696785,26.028054,1257,52944,410
1415393671246800896,71.239962,25.951056,1257,52944,500
1414296632815544320,70.10727,26.589064,1256,52902,605
3283148393223841792,118.26181,21.785293,2916,54507,88
5016117824134815744,127.3673,28.307328,4455,55539,850
3276499923352184832,225.80553,32.640258,2910,54630,477
4142288099248939008,118.3382,51.155451,3679,55209,372
4142404647481483264,119.34192,52.1787,3679,55209,796
5778201708204105728,17.219766,16.977294,5132,55858,303
2937647754396067840,183.65423,20.060519,2609,54476,636
3292174285434546176,194.81443,19.73371,2924,54582,156
3106375511232768000,215.99108,17.403344,2759,54534,64
6713922667789918208,330.38886,27.604445,5963,56191,660
716079524084738048,315.03425,-6.8078137,636,52176,26
2612160704584640512,319.57708,-7.307211,2320,54653,265
2158480198343878656,311.38409,-5.779489,1917,53557,473
2595315357803636736,319.94887,-6.992393,2305,54414,422
2612193415055566848,319.36696,-6.526742,2320,54653,384
2595288969524570112,319.58603,-6.20358,2305,54414,326
823206596011124736,324.58272,11.386497,731,52460,632
2336388054568167424,117.06914,29.38921,2075,53730,530
1008965514325682176,132.2903,43.845874,896,52592,579
1356858691244025856,121.99154,25.952873,1205,52670,543
1360198182969042944,128.22659,31.651179,1208,52672,404
7454810988916744192,197.32037,45.395257,6621,56366,828
6024954933920374784,162.95473,11.020127,5351,55952,962
3041088978301249536,113.15168,39.78024,2701,54154,121
5195079285564481536,176.42076,33.085039,4614,55604,644
6775749853806829568,217.50036,27.553158,6018,56067,306
6775873548864954368,217.5259,28.73132,6018,56067,756
917736831888418816,245.2271,43.507378,815,52374,467
5844693852733022208,244.83763,35.33659,5191,56065,536
5853682360323645440,243.67493,37.096646,5199,56067,468
2868907656381229056,90.518019,84.09994,2548,54152,417
2451231233330407424,243.97276,17.462888,2177,54557,535
2484912831141537792,248.0017,16.695968,2207,53558,188
587751946044073984,192.22887,1.9857391,522,52024,117
7929979785790332928,16.142898,-4.5935866,7043,56576,970
8870077908397301760,44.565608,-3.5899501,7878,57340,867
8039131053741285376,348.52118,34.786398,7140,56569,748
660931041975887872,221.73742,3.7820339,587,52026,101
658823003324311552,218.71441,4.2928235,585,52027,624
7591028935548182528,213.82112,51.396032,6742,56415,770
3265147739649894400,198.00084,38.452533,2900,54569,138
1848763708302452736,210.55556,36.391517,1642,53115,131
9953143317548998656,182.39325,39.625633,8840,57425,684
9948598486218809344,189.70831,39.645132,8836,57424,534
3041107395121014784,112.78322,40.564491,2701,54154,188
2010964785541179392,135.39208,61.626372,1786,54450,391
4115406689737351168,111.05347,40.25443,3655,55240,882
4039867216312639488,8.65279290000001,0.52806608,3588,55184,503
2363390956255864832,178.84393,34.423462,2099,53469,462
4481116353290280960,199.87838,33.598479,3980,55331,126
5196085888694591488,173.76333,34.76955,4615,55618,210
7278069991353589760,157.89827,25.931326,6464,56309,920
3533128413021839360,302.60093,-12.217715,3138,54740,198
4971046098632155136,0.912895479999975,6.3153331,4415,55831,720
5108226941330104320,5.9396236,6.9306524,4537,55806,69
4803198496038428672,32.096513,3.7770308,4266,55486,398
4791864730028318720,44.173483,3.2396358,4256,55477,126
8035733562761125888,355.13626,33.661084,7137,56566,676
3650324810170474496,165.13568,4.3875856,3242,54889,572
4291063023123013632,132.89193,4.0191999,3811,55538,940
948033874825340928,181.3708,4.0117704,842,52376,95
5015942177152278528,127.0035,26.634739,4455,55539,211
2698895664410028032,48.294461,41.522271,2397,53763,413
3790984509906853888,192.18907,46.519418,3367,54998,289
7451452531236904960,195.85024,46.273359,6618,56401,898
9435292858791731200,208.29158,44.666752,8380,57520,915
1572935823379163136,221.84786,40.742044,1397,53119,195
1650665797300807680,206.50537,45.621106,1466,53083,351
2319400599516375040,18.94725,25.375294,2060,53706,170
