,Su,Sg,Sr,Si,Sz,Pg,Pr,Pi,Pz,Py,SMu,SMv,SMg,SMr,SMi,SMz,VRu,VRg,VRr,VRi,VRz,VRy,DEu,DEg,DEr,DEi,DEz,DEy,a_fwhm,a_height,b_fwhm,b_height,g_fwhm,g_height,d_fwhm,d_height,is_mpms
137,-33.35262747805609,-34.60532726547524,-35.238485855531735,-35.470656964286746,-35.572088981790365,-34.703488935037576,-35.245794674806156,-35.47570286855597,-35.56262181965447,-35.59170466891291,-33.21318410174092,-33.61970806344445,-34.838917300296046,-35.230801822574044,-35.49923583005548,-35.578593516551585,-33.477743922086255,-34.66408223147154,-35.249959881499926,-35.47543672431479,-35.56311757240447,-35.59305123023475,-33.604544670265554,-34.6792388840378,-35.29701457391522,-35.50329581873641,-35.58047490564569,-35.59551222490535,9.069313429312718,0.07849824378790955,129.53214572366542,1.7818308787898177e-10,3.825730758319424,0.004740785660469403,3.486200784949318,0.001441468120874719,0
138,-33.30883910179281,-34.609239535691245,-35.254464459832974,-35.48480616844364,-35.583655218082,-34.71020674226796,-35.261615591105794,-35.48977660982289,-35.57473390572537,-35.6021122078295,-33.1643324935789,-33.58519539849148,-34.84874369786041,-35.246386217047956,-35.51290259364996,-35.58979628443534,-33.43854282893399,-34.66965991891093,-35.26578544310057,-35.48951690249279,-35.575209864371146,-35.60326540665881,-33.569493186162504,-34.68530174611199,-35.31275830503342,-35.51686793594375,-35.59167790481304,-35.60543956447243,12.742763409469973,0.03451570079079439,134.36072671997678,2.4047948569478116e-13,42.07693919206284,1.794430751835914e-14,31.276610716866863,0.0,0
139,-33.267435171145,-34.613874513937986,-35.27216110324427,-35.5005182794918,-35.596197353538955,-34.71781296212282,-35.27915838473301,-35.505397356522266,-35.58797018788981,-35.6131775614462,-33.11831689853527,-33.55222424998164,-34.85973457756184,-35.263680225115024,-35.52803171014669,-35.60187508468947,-33.40131691646534,-34.67610713366506,-35.28333530566766,-35.5051452583453,-35.588421536938135,-35.614074796738855,-33.53600871007306,-34.69223482735626,-35.330237171484285,-35.53188302137749,-35.60376630004087,-35.61587211214304,15.186080283232089,0.01196610920851521,137.2909078125373,3.625673547215959e-13,47.21291792849799,0.0,33.68393304576055,9.06019455991731e-16,0
140,-33.54534950726483,-34.654329156986066,-35.24988780341309,-35.47811934989222,-35.57879601186561,-34.74464554606779,-35.25721393833693,-35.48310153903287,-35.5692538942175,-35.59858149826724,-33.42326942217183,-33.78098549043935,-34.870841143597985,-35.24293395423398,-35.50636362014583,-35.58534773627426,-33.654987423756474,-34.70844149457613,-35.26126184818401,-35.48283789844895,-35.569749360033015,-35.599997041446684,-33.76743998770753,-34.7222825348705,-35.30716531182108,-35.510387859809136,-35.58719256677032,-35.60254688066763,6.647781530943762,0.1850599522616093,4.582537972062896,0.10836457113781611,4.855794102677452,0.050266979545704894,4.910058458799811,0.026469232025053285,0
141,-33.48600402022953,-34.655718653614414,-35.26276370748519,-35.49008546751207,-35.58898810243706,-34.74887632957617,-35.27000389190263,-35.4950187796639,-35.57983234552212,-35.60795381174233,-33.35591807593087,-33.736027363585094,-34.87808787240736,-35.255544383968534,-35.51801150929424,-35.595283405356824,-33.6027113705517,-34.71143290200843,-35.27406174911168,-35.49475951222689,-35.58031368938421,-35.609233972229504,-33.721792517363745,-34.7258052539938,-35.31998484422091,-35.52197094448654,-35.597125204982106,-35.61158368795409,7.470059947584593,0.14396418845936781,79.44051824988767,3.5174463756302006e-12,5.014584372285817,0.022668074937947043,5.090922264113659,0.009401625629393012,0
142,-33.43445825579383,-34.65710440967929,-35.275877485838905,-35.50189893280448,-35.59885927855083,-34.753050052455755,-35.282988467596326,-35.50677670690868,-35.590115495974615,-35.616950630993934,-33.29824059198428,-33.69569968959984,-34.88528047931964,-35.268311217906394,-35.52946708607543,-35.604880570258615,-33.55669107016978,-34.71442184072758,-35.28705425393635,-35.50652210830559,-35.59058166963973,-35.61808742488725,-33.68086988263904,-34.72930120619362,-35.33295373104934,-35.53335533599913,-35.60671922298084,-35.620224595572694,8.980106548569365,0.09088269260020403,141.42188999182855,4.518745196362114e-11,4.315990886931049,0.006548694833948321,4.003467680399868,0.002080158631725707,0
143,-33.39001267104756,-34.660295218012884,-35.29114341452677,-35.515450802153765,-35.6099816683341,-34.759021388830725,-35.2980956606557,-35.52025850347137,-35.60175511172531,-35.62697259097633,-33.24871629241986,-33.66059106699911,-34.89433311491065,-35.283173678714455,-35.542569598384226,-35.6156583326767,-33.516854022090996,-34.71925213236845,-35.30216762654105,-35.52000995390053,-35.60220253728157,-35.62792596066601,-33.64522647651719,-34.73461749883754,-35.34800414578063,-35.54636907280516,-35.61749657482925,-35.62979075989168,12.18358121311038,0.04226267827985795,133.4634970454389,4.735911417145823e-12,43.820502536857454,3.4706286174020795e-14,30.372169418550794,1.3328733831515838e-13,0
144,-33.34804215905108,-34.66445018578351,-35.308172109875215,-35.53054272035137,-35.62206841202886,-34.76609884024229,-35.31496622905832,-35.53526377455949,-35.61449612019051,-35.63766505994434,-33.20204745468578,-33.62722202642577,-34.90472319694585,-35.29979205003475,-35.5571087132047,-35.62730816840486,-33.4791382108885,-34.72517467034506,-35.31904520490883,-35.53502245479473,-35.61492020058325,-35.63837905239818,-33.6113408335155,-34.7410263580322,-35.36481269813697,-35.560799909611575,-35.62915273429479,-35.63989039776604,16.177077684375835,0.014799320468766176,136.71556691729373,1.3191375105527706e-13,47.4402799899086,1.0955601853518954e-16,33.12469123884369,3.8005444726262754e-14,0
145,-33.62968011776317,-34.706049699345485,-35.28730496476407,-35.50927539025929,-35.605413235369426,-34.794154098459366,-35.29442755375237,-35.514086351953566,-35.596603483498775,-35.623655818192915,-33.51154818288186,-33.85820405444146,-34.91719070847959,-35.28046204642868,-35.53649142652558,-35.6114756376798,-33.73584022364926,-34.758757513865156,-35.29837507762367,-35.51383440931389,-35.597069040534265,-35.62485879867562,-33.84502175949153,-34.77230719758329,-35.3431081304567,-35.54034135700994,-35.61327801749224,-35.627080348657174,6.693295599706643,0.1978872722708739,4.698491351105563,0.1208315135230335,4.922433645994304,0.057790049543625426,4.961873133620945,0.03107493944638393,0
146,-33.56906516509713,-34.70768864791557,-35.30034488978417,-35.52145481104186,-35.61582416512652,-34.798628679360675,-35.30738683827811,-35.5262176398837,-35.607401788902536,-35.63324304450031,-33.442457949525895,-33.81277278927924,-34.92466050127247,-35.29324640706235,-35.54835618080332,-35.62162922267211,-33.682670812729334,-34.761983542234645,-35.31134460108698,-35.525970038215036,-35.607853197450666,-35.63430983893362,-33.79888180480302,-34.77606855288685,-35.35610325812133,-35.552141643072574,-35.62342825023131,-35.63633020877429,7.49463541374906,0.15798858406612554,66.7917333870009,2.565058418758952e-13,5.164030654258203,0.02697561301168952,5.239680584280941,0.011344951010490645,0
147,-33.516309681454075,-34.70892066502404,-35.313275481045935,-35.53314285654605,-35.62563105519857,-34.80264458202995,-35.320189821843584,-35.537852429641006,-35.6176097851421,-35.642197007598654,-33.38330812529659,-33.77170953189817,-34.93167786524062,-35.30583073963905,-35.55970016276868,-35.63116907869703,-33.635663922255,-34.764803093772464,-35.324156045777826,-35.537609339558905,-35.618046389132935,-35.64312407802244,-33.757212118967495,-34.77940047293846,-35.36889936595745,-35.5634169163422,-35.632964474279,-35.64493720434797,8.929663912260363,0.10309561098425808,124.3213527592402,0.0,4.682476747241908,0.008336567615368232,4.386707727128524,0.0027122526271216815,0
148,-33.47120650699462,-34.71139058233609,-35.327827654316394,-35.54609726629971,-35.63630948560919,-34.80787010471607,-35.33458232577595,-35.55074216134991,-35.62877688873981,-35.651833350537004,-33.333110991332084,-33.73600456243092,-34.93995738108208,-35.319970361499834,-35.57223830544126,-35.64152171950174,-33.59519034776491,-34.7688867575326,-35.33855627645144,-35.55050473468572,-35.62919578994327,-35.652586930131726,-33.72097630094093,-34.78397084756854,-35.38325567083956,-35.57587213859219,-35.643316107807024,-35.6541421695774,11.81087366108213,0.049945002967478086,132.587031052128,4.585355968961226e-11,28.50996478865402,2.0871925314751e-12,29.51590657271239,5.303524417454777e-13,0
149,-33.42866817883095,-34.715066796045036,-35.34418777759021,-35.56056888429367,-35.647940687269575,-34.8144201928721,-35.3507801562821,-35.56513185281338,-35.64102257552632,-35.66215287566155,-33.28578823641043,-33.70223670722568,-34.94974829358166,-35.33591268704198,-35.586187312412804,-35.652742427981345,-33.556983123173076,-34.7742862161776,-35.354761064381705,-35.56490127895238,-35.641419395132175,-35.6626836558536,-33.68668846526674,-34.7898568780021,-35.399393497101,-35.58971860563528,-35.65453993517746,-35.663908858769275,16.970711106852207,0.01759193218358089,136.135146488967,0.0,47.56645981598889,0.0,32.601517688369334,0.0,0
150,-33.71404272059501,-34.757811271351166,-35.32472859694047,-35.54043345724589,-35.63203197580876,-34.84369684018091,-35.33164885950986,-35.545073118161945,-35.62395370059379,-35.64873056446757,-33.59984474766099,-33.935448264491384,-34.963574226142754,-35.31800038713845,-35.5666211162186,-35.63760503056838,-33.81673182387799,-34.80911626102219,-35.33549585998959,-35.54483283501085,-35.62438935846937,-35.649721027724915,-33.9226292480524,-34.8223699479875,-35.37905761008397,-35.5702969875238,-35.63936442376988,-35.65161406225161,6.7394138786210265,0.21050189106763548,4.800709456744602,0.1330320813987887,4.977787946845539,0.06522531265114807,5.00323063037956,0.03565146298792587,0
151,-33.652150742739124,-34.759698846541255,-35.33793287400174,-35.55282616424579,-35.64266175036214,-34.8484149503805,-35.344777738983026,-35.55741843721917,-35.63497186096968,-35.658532706329254,-33.52901100664613,-33.88953917391631,-34.97126731480278,-35.330958912501636,-35.578702724222765,-35.64797653872037,-33.762660506517776,-34.812576528339875,-35.34863526315911,-35.55718246313418,-35.63539334390611,-35.659386180598986,-33.8759912087422,-34.826369517449855,-35.39222850353819,-35.58231446288254,-35.649732256233335,-35.66107697693392,7.5248844926129514,0.17177724773941758,4.832751463089914,0.07817758221567747,5.282939527341291,0.03125271494227854,5.355415915506129,0.01328197447345457,0
152,-33.59818175404156,-34.76077629521184,-35.35067982509541,-35.56438873575805,-35.652404311007544,-34.85227274470298,-35.35739872933531,-35.56893003733367,-35.64510468719227,-35.667443798575526,-33.46838669201195,-33.84773759490889,-34.97810962228361,-35.3433603901823,-35.58993506063284,-35.657459041298154,-33.7146625183277,-34.81522626159008,-35.36126524914668,-35.56869841865799,-35.64551173094484,-35.668161189562035,-33.83357144443059,-34.82953695060825,-35.40485147557252,-35.593480560632756,-35.65921065955311,-35.66965005118608,8.905160476000782,0.11514114986725582,109.11095355036139,2.2299343133225348e-10,4.975294680555464,0.010107623191279346,4.689422608101369,0.0033401072157675407,0
153,-33.552420609667664,-34.76252589866189,-35.364517177303,-35.57674556110919,-35.662638669279815,-34.85675311779256,-35.37107558939671,-35.58122758398589,-35.65579923680088,-35.676694486383575,-33.417516581230004,-33.811435889206734,-34.985616669077054,-35.35677627722366,-35.60190871527161,-35.667386444423755,-33.67355184581779,-34.81856407369226,-35.37495139582117,-35.58100124537831,-35.656189622411226,-35.67724831499193,-33.79674272257297,-34.83336206621439,-35.41851288453247,-35.60537713408908,-35.669136503761806,-35.67849379349225,11.558679483124326,0.05755931616369456,131.74355084126404,1.6887152925597428e-12,20.269250507007644,0.0,28.705424103097076,2.360057463876938e-13,0
154,-33.50931323061066,-34.76572462197343,-35.38020810949641,-35.59059677153445,-35.67381417878281,-34.86277725851906,-35.3866001731602,-35.595001591770526,-35.66754955392837,-35.686641008506264,-33.36953923560803,-33.77726829568563,-34.994810053813296,-35.372042151674904,-35.61526750818668,-35.67817786305909,-33.63485168957796,-34.823442062074655,-35.39048289074681,-35.59478173130801,-35.66791912063646,-35.68698860706422,-33.762051662591304,-34.83872667227936,-35.433979574625205,-35.6186391101672,-35.67992790271397,-35.687927495127425,17.627477545133647,0.020352230703274757,135.55228058725044,3.242390711886145e-12,47.64889124453708,0.0,32.11447573507591,0.0,0
155,-33.79771170067102,-34.80923215438673,-35.36190137904215,-35.57137752536216,-35.658467672568676,-34.892915963475815,-35.36862203821013,-35.5758469122529,-35.6511143827547,-35.67363306558695,-33.687411191913625,-34.01204363091692,-35.009663612422955,-35.35529121131617,-35.59654338338936,-35.66355510421892,-33.89696131603774,-34.8591503265945,-35.372369029053516,-35.57561817344033,-35.651520369982606,-35.67441283092528,-33.999583377909815,-34.87210728071355,-35.41476619954149,-35.60004662864375,-35.6652712272313,-35.67597977501339,6.786456580689617,0.2228966218103055,4.893480384513565,0.1450662595370558,5.026915686864203,0.0727835212916158,4.992819570618298,0.04061367952981668,0
156,-33.734743994043605,-34.811396810182316,-35.37528542676376,-35.58400069808658,-35.669331908435076,-34.897901950104796,-35.38193617943081,-35.58842342695521,-35.66236860122284,-35.68366447561274,-33.61506566663887,-33.965810116991804,-35.01760112067616,-35.368439808094124,-35.60885889064919,-35.67415975667083,-33.84216358185777,-34.86287168478574,-35.38569398660857,-35.588198968469236,-35.66276037075178,-35.68430616537226,-33.9526025414277,-34.876370723432046,-35.42812876070724,-35.612298296418345,-35.675871933858254,-35.68566943494959,7.560202257181788,0.18540224056919022,4.991133415717407,0.08819077683261216,5.3853274664128525,0.035780381231284714,5.456557184771874,0.015406049911079434,0
157,-33.679619468800325,-34.81236428940712,-35.38788269550971,-35.595470378057954,-35.67903760428696,-34.90164514817055,-35.394409492386714,-35.59984425933748,-35.672454783205666,-35.692557989263676,-33.55302015963003,-33.9233359995816,-35.02431054577271,-35.38069337024884,-35.62001114889999,-35.68361168087651,-33.79323514815335,-34.86539588025693,-35.39817678793953,-35.5996240128774,-35.672832443531476,-35.693066855541325,-33.90949857050129,-34.87941753782103,-35.44061249099781,-35.62338658685903,-35.6853193080387,-35.694232960095434,8.897926390431829,0.12728681938932093,95.37692512906284,1.345388074392467e-13,5.238012527838895,0.012058478895844106,4.972464282636702,0.0040564855769994876,0
158,-33.63320718326918,-34.81345717806464,-35.40106037855492,-35.60727833369393,-35.68886788752232,-34.905444563820964,-35.40742595788535,-35.611598037358725,-35.68271847325508,-35.70145965513531,-33.50146982562555,-33.88646697437406,-35.03110890574499,-35.39344132714855,-35.631467185432875,-35.693152744754094,-33.75150525068263,-34.86805180543486,-35.41120400531665,-35.61138271128222,-35.6830804567574,-35.70181431055688,-33.872105520326315,-34.882561405071726,-35.45363305707649,-35.6347710431289,-35.69485829914396,-35.7027507161163,11.376722950331247,0.06551004042744203,130.89084638011133,1.3257659992881974e-10,0.5870173138246493,0.007307021457509153,27.858517663198366,6.909818340586776e-14,0
159,-33.58954819711506,-34.81619409552437,-35.416106703161766,-35.62053237291214,-35.69960645131172,-34.91095988363843,-35.42230171422735,-35.624779517114476,-35.69399365695992,-35.711049008330896,-33.45285889507214,-33.85191259498777,-35.03972432856701,-35.4080547781695,-35.644258388437635,-35.70353266283043,-33.71232695684928,-34.87242532924797,-35.42608666781227,-35.6245703029989,-35.69433604532989,-35.71121332193123,-33.83702444002455,-34.887421444086215,-35.46845331277834,-35.64747100279799,-35.70523530015309,-35.711865675471415,17.96200492042455,0.023455976007061122,134.9518733016641,7.001982171761847e-14,47.546023471423055,1.0913229711629858e-16,31.64598847159098,0.0,0
160,-33.8705255259693,-34.85495808726942,-35.39522063749245,-35.599083024196034,-35.682136301916984,-34.93679392300979,-35.40176518716929,-35.60339856765542,-35.67542317800016,-35.695945867316865,-33.7637756803764,-34.07854382776059,-35.05085871206724,-35.38872489960416,-35.62332773937147,-35.68679433051079,-33.966710775791114,-34.90370548698976,-35.4054218050809,-35.60318018832526,-35.675802786040165,-35.69654158045148,-34.06637283834252,-34.91642045460536,-35.446767708885076,-35.62667632315242,-35.688470491798014,-35.69782200507945,6.841754484207412,0.2349181950436255,4.990096790084602,0.15827873845365048,5.052964977957518,0.08357234486316821,4.980570527679373,0.04932159044794972,0
161,-33.80961095868751,-34.85784001109498,-35.40901135927848,-35.61219459677643,-35.693469186306054,-34.94241785910041,-35.41549610539738,-35.61646397659117,-35.68715649408118,-35.70642180416931,-33.69346070474366,-34.03435535427508,-35.05935483000678,-35.402299068774326,-35.6361329943942,-35.697860363207106,-33.91394337387,-34.908097626185565,-35.419164041811456,-35.616249892415794,-35.68752159599448,-35.706874095572125,-34.02146007514456,-34.92133998002508,-35.46055822855217,-35.639417406251276,-35.69953312841655,-35.70794375112496,7.63995580772535,0.19945172322883054,5.169044791525713,0.10218914574833105,5.521805991028566,0.044399444986316136,5.617508868912854,0.020387263255197248,0
162,-33.75425265264072,-34.859378581949166,-35.421975051534744,-35.62406091341011,-35.70355062855534,-34.94670342523228,-35.42834244345623,-35.62828113181515,-35.697624151981906,-35.71567734082602,-33.630822888402385,-33.99223372752468,-35.06656150625814,-35.41493408289101,-35.6476794285134,-35.70768399520869,-33.865056915326086,-34.91116694861189,-35.43201969447487,-35.6280712925921,-35.69797494776036,-35.71599438226523,-33.97870223750126,-34.92493093410884,-35.47341640628136,-35.65089925181179,-35.709351744933414,-35.71686344772384,8.940844430489113,0.14288074808330128,79.55748733835196,3.9428555615185595e-11,5.677407244252836,0.01684274749441939,5.575604969252976,0.006109001199345211,0
163,-33.707295478559416,-34.86075998281651,-35.43533538608112,-35.636052526871346,-35.71357842639373,-34.95077495886338,-35.44154077114251,-35.64021912879039,-35.708083005587554,-35.724780034156254,-33.57848470104069,-33.95524316089244,-35.073598514967955,-35.427863911796365,-35.65932261078004,-35.71742387751921,-33.82298224426278,-34.914088985800305,-35.445228641095404,-35.640014172436075,-35.70841816577457,-35.72494363385611,-33.94117937620625,-34.92834392266853,-35.48661807224788,-35.662471509952496,-35.719088955682786,-35.72558411231203,11.136549617482661,0.07941943730008952,141.6109563201021,1.8340318595775152e-10,3.987430370886525,0.00336019933004091,2.7176645579404033,0.0006582168089647429,0
164,-33.663364177151244,-34.86325212657769,-35.4501140094775,-35.649059462504376,-35.72416338750979,-34.95601793152165,-35.456140677097316,-35.65315689119305,-35.71918728422382,-35.73425057775992,-33.52956490542006,-33.92050945291669,-35.0819057612569,-35.442190622665585,-35.67188709435467,-35.727661461574975,-33.78356942638562,-34.91818993351664,-35.459835987037984,-35.65295777435361,-35.71950350170171,-35.73422962916047,-33.90592109357179,-34.932931983888196,-35.50116783561546,-35.67494829350955,-35.72932339470243,-35.73459456663359,16.44957106611161,0.03149504263576785,134.03850894650307,1.9999368351981095e-11,46.31119684630859,8.971215564837856e-16,30.958108385185895,1.671772152543097e-14,0
165,-33.943366012860494,-34.90071289734724,-35.428545430085414,-35.62679015476022,-35.705806097949335,-34.980696254980124,-35.43491480515668,-35.630951796110715,-35.69973246369053,-35.718258990940015,-33.8401558122619,-34.14506355538102,-35.09207871581766,-35.422167071474824,-35.65011360355161,-35.71003469701964,-34.03649158650889,-34.94829080589952,-35.43848093598174,-35.63074374543882,-35.700085699983504,-35.71867068573381,-34.133183370376514,-34.960760580144495,-35.47877479991497,-35.65330772557564,-35.71167048853851,-35.719664419712345,6.899966449428703,0.2467501116631994,5.077909668167136,0.17116819410745449,5.053954344612274,0.0943793463319614,4.974055459231648,0.05792865761395405,0
166,-33.88450360379763,-34.90431492830203,-35.44274350573539,-35.64039011804124,-35.71760767007864,-34.986960282358524,-35.44906304761123,-35.64450609106,-35.71194488753507,-35.729179471650546,-33.77187028389457,-34.10292053044054,-35.1011350488927,-35.436167286614435,-35.663408605739846,-35.72156215523212,-33.985753959921226,-34.95335653158026,-35.452640987134956,-35.64430235041742,-35.712283329548484,-35.72944240105233,-34.090337967912276,-34.96633868220309,-35.492993653206206,-35.666538224351854,-35.72319508287186,-35.73021826263708,7.801335720428989,0.2120874013331205,5.319776492842152,0.11584817316023549,5.6228123488400135,0.0529127122348212,5.725494023459154,0.025330155165391166,0
167,-33.828906248868336,-34.90642456467448,-35.45607419774338,-35.652653078279755,-35.7280648809556,-34.9917884377128,-35.462282900989344,-35.656719576068404,-35.72279402856523,-35.738797039401256,-33.7086367882942,-34.061148460621965,-35.108839526039255,-35.449184214311785,-35.6753492259935,-35.73175751917864,-33.93690372054273,-34.95697131984678,-35.46586997082066,-35.65652011321896,-35.72311796768969,-35.73892229336583,-34.047922489002936,-34.97047399514041,-35.506226626155396,-35.678413637135066,-35.733384957825535,-35.739494135533874,9.127941225878587,0.15699137798371418,65.43293824026324,1.1138422284790198e-10,5.976072013569668,0.02156202146943492,5.960655058142842,0.008135789055721609,0
168,-33.7814010063942,-34.90809394967258,-35.4696167329128,-35.66482833708342,-35.73829018567652,-34.996131984439536,-35.475662721718365,-35.66884178022496,-35.73344804326089,-35.74810075714555,-33.65550887545159,-34.0240342180471,-35.11611552330682,-35.46229563170374,-35.687179542303326,-35.741696212027676,-33.89448059381961,-34.96015933291709,-35.479260279728024,-35.668647162913494,-35.73375638792415,-35.74807333819931,-34.01026737329286,-34.974155908725635,-35.51960907463696,-35.69017368422052,-35.74332038415746,-35.74841770692029,11.054130425944631,0.09299557817418934,123.98420852267441,2.3651390635886295e-12,4.831162760637287,0.0052502595121284,3.7882064185799345,0.0013133312634478929,0
169,-33.73719681543369,-34.910341754029,-35.484126219819295,-35.677588097378056,-35.74872148209552,-35.00110318022315,-35.489985560094695,-35.68153575620113,-35.7443813934524,-35.757452470621836,-33.606279952580365,-33.98912067776163,-35.124115254167464,-35.47633454205078,-35.69951723954482,-35.751791398748146,-33.8548324795025,-34.96398836685167,-35.49359110879575,-35.68134670729195,-35.74467144754479,-35.757246294472935,-33.974831290676434,-34.978472551476564,-35.53388738208214,-35.702427215999634,-35.753412222165906,-35.757323643742744,15.525838934168123,0.03953980395401675,133.15322848443896,3.117165246644719e-17,43.473583804339405,1.218361679253779e-13,29.410181333540535,0.0,0
170,-34.01623317321531,-34.94649669706714,-35.461875737426084,-35.6544989172439,-35.729477060170616,-35.024623054148265,-35.468070879800024,-35.65850659806302,-35.72404223985205,-35.74057243635059,-33.91655157656416,-34.21160281780538,-35.13332369516272,-35.45561772270929,-35.67690097631596,-35.73327620335999,-34.106303816897864,-34.99290640605081,-35.471546409751184,-35.65830884522841,-35.7243691118574,-35.74080014671796,-34.20001505420275,-35.005127778793536,-35.51078746574753,-35.67994083657668,-35.73487121746681,-35.741507018880526,7.022764417073406,0.2571884828992569,5.158650724458534,0.18375001445249084,5.056379021650367,0.10503012161698753,4.971015143529104,0.06643664828856272,0
171,-33.95942193666776,-34.950821717348106,-35.47648183505783,-35.66858726205345,-35.74174735921322,-35.031529347797175,-35.48263698429036,-35.67254977079208,-35.73673378160959,-35.75193747794196,-33.850294392084734,-34.1715056573806,-35.14294187075074,-35.47004444965664,-35.69068572506082,-35.745265132321414,-34.05759540496593,-34.99864856372244,-35.486124801349526,-35.672356342907314,-35.73704557145781,-35.75201108175311,-34.15923630771589,-35.0113669903551,-35.52543502093019,-35.69366075137076,-35.74685779723284,-35.752492969452106,7.9526771632021305,0.22445558038049276,5.451341131322759,0.12916494254574418,5.702451894429896,0.06132031804038015,5.727070198503903,0.03042312000346124,0
172,-33.903580258785496,-34.95350241677691,-35.49018009576902,-35.68124687283281,-35.75258036092681,-35.0369003342484,-35.49623083743613,-35.68515959252537,-35.74796441298062,-35.76191708487121,-33.786461849986395,-34.130080206099066,-35.151144712660255,-35.483443747906,-35.70302054171412,-35.75583225234333,-34.00877560593942,-35.00280917751675,-35.49972759011282,-35.68497047518889,-35.74826150336374,-35.76185058878106,-34.11715938913945,-35.016046902276734,-35.53904313289015,-35.70592974348084,-35.75741894672103,-35.76212502349043,9.296942737498803,0.17080753577963195,5.558094565305486,0.06909439136446922,6.195581809267782,0.02623261040935123,6.231808395300772,0.010147115585496743,0
173,-33.855523766595695,-34.95545926245203,-35.50390439395014,-35.69360576449775,-35.76300316481664,-35.04151579464506,-35.50979179302631,-35.69746599208517,-35.758813586299944,-35.77142182398717,-33.73254234153187,-34.092840150160015,-35.158660043545325,-35.49673647966043,-35.71503798037068,-35.7659697478412,-33.966000330486985,-35.006263034824556,-35.51329890514501,-35.69728168314019,-35.75909512325004,-35.771203423525506,-34.07936956142971,-35.01999754914935,-35.552606054935495,-35.71787756657537,-35.7675525845734,-35.77125149990633,11.226795427572736,0.10536828489384138,108.49666670525984,4.7798943291594333e-14,5.439074716436351,0.007098963923240863,4.5308785799307865,0.001948733055644792,0
174,-33.81104611248807,-34.957463165936396,-35.5181433299655,-35.70611827769458,-35.773280734563585,-35.046215788708906,-35.52383636339994,-35.709916112534636,-35.76957598466889,-35.780654686812014,-33.68300402983292,-34.05774627343776,-35.166352926504565,-35.510486543433835,-35.72714882435018,-35.77592247395143,-33.926116146379314,-35.00982082295931,-35.527352033409045,-35.709737102212635,-35.76983988290017,-35.78026331781431,-34.04375507851242,-35.02404333804619,-35.566611954523786,-35.72990777086606,-35.777501782550026,-35.78005290676772,14.96306383922759,0.047549682134390696,132.30071780533953,1.6286162326487846e-10,44.313695934188395,2.83085273053467e-13,29.698359231674726,0.0,0
175,-34.08912701838622,-34.99230960063973,-35.4952115404419,-35.6822093118337,-35.7531491880851,-35.06857441653975,-35.50123339896638,-35.68606297395401,-35.748352506510706,-35.762886203442726,-33.99296296208907,-34.278161619181674,-35.17459372207129,-35.489076849276636,-35.703689858048676,-35.75651884914534,-34.17614753515433,-35.03755241127401,-35.50461821461863,-35.68587548813913,-35.74865302170644,-35.762929963349535,-34.266867970376545,-35.049522173415085,-35.542805699656306,-35.70657565681594,-35.75807267859637,-35.763349802552426,7.143407284708951,0.26737555870776136,5.233582564548509,0.1960370717709767,5.060039528976423,0.1155254528843857,4.970230035953996,0.07484717088107667,0
176,-34.034365964074865,-34.99736053522419,-35.51022631672529,-35.696786028983,-35.7658882531695,-35.0761251843725,-35.51621789408088,-35.70059501621526,-35.761523176329575,-35.774695822929004,-33.928733017149675,-34.2401107468886,-35.18477538934911,-35.50393054629129,-35.71796435272978,-35.76896929404939,-34.129467773350704,-35.04397388623454,-35.51961546364478,-35.70041187031637,-35.76180832176626,-35.77458013761462,-34.22815518276466,-35.05642506609204,-35.55788231827769,-35.72078498795579,-35.770521271507505,-35.77476787153621,8.095553263052748,0.23656474982100684,5.566361733545844,0.14223161856957636,5.676061075496202,0.07013633335193338,5.69947140457039,0.03557235328330062,0
177,-33.97827468337093,-35.00061231822881,-35.52429270791097,-35.70984229723268,-35.777097067907334,-35.08203926409054,-35.53018622576239,-35.71360118161164,-35.77313530525281,-35.78503747711768,-33.864298064070624,-34.19902897107693,-35.193477173829606,-35.517712667491466,-35.73069337604699,-35.779908194258525,-34.080672613224635,-35.04868070560257,-35.533592525991864,-35.713422378930495,-35.77340555482655,-35.784779268448794,-34.18641300215711,-35.06164983767108,-35.571865909108205,-35.73344757149817,-35.78145371162523,-35.78475611155834,9.451881837390815,0.18433876201090918,5.784935607482639,0.07967722289951087,6.3656769208127155,0.030863530700108367,6.435816160373579,0.012147102511735465,0
178,-33.9296637587594,-35.00285610556345,-35.53819834443214,-35.72238480927939,-35.78771736325937,-35.08692654410352,-35.54392796872922,-35.726091764791256,-35.78417963472929,-35.79474323456507,-33.80958509189449,-34.16166096146963,-35.20123218860155,-35.53118644865452,-35.74289792534801,-35.79024448452035,-34.037541485085406,-35.052400279881525,-35.54734450152033,-35.725917733539575,-35.784434371795896,-35.79433388977362,-34.14848599053413,-35.06586903053622,-35.58560900399261,-35.7455831576566,-35.79178555693545,-35.794085491235315,11.377589103343496,0.11753990808864256,94.97323294826593,1.0260605146089895e-12,5.9128137387491915,0.00891724431582475,5.090699701280639,0.002574137334328542,0
